transcript_id,month,conversion_likelihood,reasoning,key_phases,prospect_keywords,emotions_detected,location,education,organization,date
10_20250107,Jan,0.12,Prospect showed positive emotion (hope or confidence or etc.) during wrap-up/Q&A,"Q&A,Wrap","background of Quons, major in mathematics, Quons, mathematics, background, major, reading, assume, ready to move, verbal to quant, ready, move, verbal, quant, minute read, minute video, noticed your goal, structure was broken, minute, read, query, noticed, Yeah, lecture, verbal SME, SME, MAT, years, primarily a verbal, primarily, , understand the costing, understand, costing, duration, access, reverse, extend, months, Yeah",approval,No Info,No Info,No Info,No Info
110_20250216,Feb,0.5,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Agent maintained high confidence or relief near end","Q&A,Wrap","full time, time to recover, yeah, time, time to full, full, weekends, recover, logged, time, time in weeks, time on weekends, maximum benefit, weeks, weekdays, weekends, Yeah, Amrit, Awesome, videos, give, Amrit after completing, Amrit, completing the exam, Yeah, told, results, program, completing, , Yeah","approval,approval,admiration,optimism,optimism",No Info,No Info,No Info,No Info
111_20250216,Feb,0.0,No Info,No Info,"Amrit, Yeah, cat, verbal, session, quant, regions, good, Yeah, solve all questions, solve, questions, percentile, time, hit, capability, median score, NCRHC Paris, person, yeah, revised every quarter, quarter, feedback, median, derived completely, doubt, model, stop, derived, completely, sufficient, paced, tend, students, tend to give, promote students, tend to motivate, motivate students, time, test, problem, wanted, Yeah, start the search, live link, today, purchase, active, ",No Info,No Info,No Info,No Info,No Info
112_20250213,Feb,0.5,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Agent maintained high confidence or relief near end","Q&A,Wrap","work at Mercy, Bangalore, Mercy, good, year, work, graduated, fresh graduate, college, GMAT, top, yeah, apply, technical skills, technical, Yeah, GMAT, resources, Ranjali, Maharashtrians, speaking, Mumbai, venture in Mumbai, Yeah, 7:15, rushed, warmed, Yeah, Perfect package, yeah, Perfect, package, months, time","gratitude,gratitude,admiration,optimism,optimism",No Info,No Info,Mercy R&D,2024
113_20250217,Feb,0.38,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Agent maintained confidence or relief near end","Q&A,Wrap","Yeah, Lucknow recently, great, nice, Lucknow, PSU, recently, friend, classic edition anymore, classic edition, Zimmet Focus Edition, edition anymore, classic, edition, Focus Edition, Zimmet Focus, medium and hard, difficulty levels, Yeah, easy, levels, medium, hard, difficulty, Yeah, ","approval,gratitude,optimism",No Info,No Info,No Info,2014
114_20250214,Feb,0.75,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Low stress or confusion during price discussion,Agent maintained high confidence or relief near end","Q&A,Wrap,Price discussion","give, working, Yeah, Wi-Fi, thinking, planning, move, bet, Yeah, Great Lakes, Great Lakes Chennai, score, Dell Technologies, Great, Lakes, Lakes Chennai, prepared, official GMAT, correct, verbal, score, bad, responding properly, GMAT, Yeah, books, nice, told, physical, ISB, apply for ISB, offline, yeah, free or multiply, month, free, multiply, Yeah, separately, mocks, covered, buy, Yeah, bye","approval,gratitude,admiration,optimism",No Info,No Info,No Info,No Info
115_20250214,Feb,0.25,Prospect showed positive emotions (more than 2) during wrap-up/Q&A,"Q&A,Wrap","terms of questions, store in terms, MBA, year MBA, year, questions, time, clue, impacted by layoffs, unemployed, thing, impacted, layoffs, year, Nice, initial score, Yeah, give, finding the e-mail, arithmetic maths, school days, finding, e-mail, completely forgot, Yeah, remember, calculate median, math, scratch, thing, told, calculate, , Yeah, doubt, interaction, sessions, doubt sessions, interaction like doubt","approval,approval,gratitude",UK,No Info,No Info,No Info
116_20250217,Feb,0.0,No Info,No Info,"qualified chartered accountant, chartered accountant, years, pursuing CIA, working, accountant, qualified chartered, chartered, GMAT, Fine, sounds great, time, April, percentile, working, days, strengths in order, target score, percentile, hey, telling, told, leverage, strengths, solving RC questions, application file, process of solving, medium passages, passages, starting, questions, application, finished your stage, finish your stage, stage, Verbal, looked at Sandeepan, Sandeepan interview, target spot, finished, generated enough revenue, months, generated, revenue, college, competing, compete, good",No Info,No Info,diploma,"CIA, INR, GMAT",2.5 years
117_20250217,Feb,0.5,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Agent maintained high confidence or relief near end","Q&A,Wrap","High Radius Technologies, Radius Technologies company, Radius Technologies, High Radius, Past three years, Technologies company, associate consultant, working in Deloitte, June and July, basic knowledge, Institute of Industry, Yeah, Google, studying from physicswalambawala.com, Btech, culling Institute, Yeah, ready, wow, sign, Yeah, sounds, , side to show, side, show, good, college, colleges, India, colleges in India, Delhi, Nice, fan, stayed in Delhi, long, feeling very hot, winters, hot","approval,gratitude,gratitude,realization,admiration,optimism",No Info,No Info,"Deloitte, High Radius Technologies, the High Radius Technologies, GMAT",No Info
118_20250217,Feb,0.62,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Low stress or confusion during price discussion,Agent maintained confidence or relief near end","Q&A,Wrap,Price discussion","great, Yeah, Awesome, starting, expecting, early, Yeah, plot, Yeah, MBA, year, thought, half, year of gap, qualified, thinking, Yeah, Give, minute, idea, schools, days, yeah, GMAT works, GMAT, works, beginning, Yeah, write my GMAT, half months ahead, months ahead, wanted to understand, planning to write, yeah yeah, month subscription, Yeah, lot, lot of yeah","approval,approval,optimism",No Info,No Info,No Info,No Info
119_20250217,Feb,0.62,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Low stress or confusion during price discussion,Agent maintained confidence or relief near end","Q&A,Wrap,Price discussion","Yeah, GMAT, GMAT plan, make my GMAT, sort of make, wanted, gave, study, planning to prepare, correct, prepare, GMAT, GMAT correct, target ISP, ISP its good, planning, yeah, Yeah yeah yeah, Yeah yeah, guess, weekends, videos yeah, videos, watch, Yeah, start, percentile, thought, yeah, sense that yeah, sense, critically, miss, skip, turns, dashboard, correct, Yeah, today, today only Yeah, tomorrow, give, today or tomorrow, today is today, yeah, yeah yeah, Wait, link, start today, time for CAT, CAT, thinking sooner","approval,gratitude,optimism",No Info,No Info,GMAT,No Info
11_20250107,Jan,0.75,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Low stress or confusion during price discussion,Agent maintained high confidence or relief near end","Q&A,Wrap,Price discussion","educational background, mechanical engineer, MBA, yeah, mock, background, study, started slowly, number one number, number, notice, solving the remaining, grade Max, studied, month ago, stuff I studied, Yeah, questions, Yeah, cleanly, day, correct, universal this thing, calculus at universal, general structure, score in critical, critical reasoning, Yeah, improving, score, critical, reasoning, face interaction, life interaction, Yeah, interaction, prefer this face, face, face to face, life, ","approval,realization,gratitude,optimism,optimism",No Info,No Info,No Info,No Info
120_20250218,Feb,0.5,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Low stress or confusion during price discussion","Q&A,Wrap,Price discussion","Saint Gown, University of Saint, studied economics, Switzerland, Gown, University, Saint, main reason, Yeah, Official guide Yeah, official guide, official, weeks, thing, big thing, questions, mat club thing, club thing, free resources, mat club, Yeah, thing, free, resources, practical side, question practice quiz, question, question practice, section, practical, practice quiz, move forward, makes sense, makes, sense, Yeah, yeah, gonna gonna contact, thinking, case, gonna contact, gonna, gonna gonna, case I interested, lot","approval,gratitude",Switzerland,No Info,the University of Saint Gown,the next 8 weeks
121_20250218,Feb,0.5,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Agent maintained high confidence or relief near end","Q&A,Wrap","Delhi College, College of Arts, Arts and Commerce, honors from Delhi, Bachelors in economics, economics honors, Yeah, Delhi, yeah, achieve, MAD, achieve Karnabi, difficult to achieve, difficult, score, GMAC, Yeah, study plan, study plan initially, verbal section, study, plan, wanted, personalized study plan, Yeah, pursuing Econus, Econus, heavy, maths, heavy maths, person, pursuing, Yeah, lot of questions, questions, mock, aware, lot, stuff, Yeah, thinking, talk, parents and stuff, mentors and stuff, month, give, yeah, planning, planning today, tonight, today, free, 8:30, mock","approval,realization,approval,gratitude,admiration,optimism",UK,"arts, bachelors, commerce","Delhi College of Arts and Commerce, TTP","2027 Jan, August 1, 2026"
122_20250219,Feb,0.38,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Agent maintained confidence or relief near end","Q&A,Wrap","chartered accountant, GMAT, years, entity of Nomura, yeah, Namura, GMAT Focus, past, yeah, GMAT, experienced, plan, highly, GMAT earlier, professional experience, colleges and based, yeah, give, green Sigma, correct, Sigma, demotivating, stigma, journey, Yeah, pretty, cool, quiz, mind, post, post quiz, questions, correct, attempt score, valid score, score, topic, yeah, percent, accuracy, Yeah, correct, score, mocks, mock, good, mocks is good, Yeah","approval,approval,optimism","Germany, Frankfurt",No Info,"Morgan Sandy, Nomura, Namura, GMAT",65675
123_20250219,Feb,0.62,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Low stress or confusion during price discussion,Agent maintained confidence or relief near end","Q&A,Wrap,Price discussion","Yeah, Jamboree, drastically, give the exam, job, basically, finished, give, profiles of ISB, median score, Yeah, find a pattern, basically base basically, full full GMAT, ISB, hours, Yeah, Delhi, Mumbai, nice, MBA back, campus, MBA, Kota group, Yeah, questions, basically, bit, MSS, time, thing, based questions, sectional mock, mock for verbal, studying for quant, Yeah, Basically, correct, planner, remind, Yeah, option, self-paced, pretty clear, clear, remember correctly, pretty, month, Yeah, questions, good, session, good session, time, patient","approval,gratitude,admiration",No Info,No Info,No Info,2022
124_20250219,Feb,0.75,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Low stress or confusion during price discussion,Agent maintained high confidence or relief near end","Q&A,Wrap,Price discussion","Yeah, perfect, India, Awesome, years, ISB, message, phone, Yeah, engineering, data, good, videos, mechanical engineering, pretty, mechanical, Yeah, awesome, claimed, guess, Yeah, September, hours per week, MBA, deadlines, hours, week, basically, yeah, ISD Yeah, score, score for ISD, basically, ISD, target score, good score, Yeah, months, planning, understanding, ideal, good, worry, months is good, Yeah, happy","approval,optimism,realization,gratitude,joy,optimism,optimism",India,No Info,No Info,"more than 10 years, 10 years"
125_20250221,Feb,0.12,Agent maintained confidence or relief near end,No Info,"influence GMAT, understand your profile, profile, work, understand, GMAT, terms, influence, Yeah, things, Awesome, basis, monthly basis, work experience, monthly, invoicing, learn, average, watch, understanding, fair understanding, Phase, completely, percentile, percentile till, mental support, percentile, Normal sectional mocks, GMAT replica, straightforward, Normal sectional, till, , Monday or Tuesdays, Monday, expecting say Monday, Tuesdays, yeah, expecting, Bye, note",optimism,No Info,No Info,GMAT,4 year
126_20250221,Feb,0.5,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Agent maintained high confidence or relief near end","Q&A,Wrap","Yeah, message, week ago, preparation a week, started my preparation, tests basically, week, ago, Test score, Yeah, Yeah, prefer Teams, Teams, give, Amrit, March, prefer, weeks, month thing, September the deadline, month, thing, moving, planning, September, yeah, , working full time, yeah, working full, full time, focus, based, working, full, Yeah","approval,gratitude,gratitude,optimism,optimism",No Info,No Info,No Info,No Info
127_20250222,Feb,0.5,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Low stress or confusion during price discussion","Q&A,Wrap,Price discussion","Amrit, year programs, year, programs, Yeah, Yeah yeah, Yeah, EEG MAT, MAT like works, platform of EEG, EEG, MAT, videos, works, months, yeah, GMAT, years, give GMAT, work, hurry, give, yeah, questions, Yeah","approval,gratitude",No Info,No Info,Amrit,No Info
128_20250223,Feb,0.25,Prospect showed positive emotions (more than 2) during wrap-up/Q&A,"Q&A,Wrap","Yeah, yeah yeah, case yeah yeah, score Yeah yeah, Yeah yeah give, case yeah, score Yeah, yeah give, yeah, Total, data insights, thing, questions, April, question, basic score yeah, GMAT prep, respect to GMAT, Yeah, GMAT, prep, personally, feedback, give, Yeah, ready, focus, give, month, chance, audible, , Yeah, started in January, January, verbal hub, thing, purchased, preparation, told, Yeah, parents, give, time, time because yeah","approval,gratitude",No Info,No Info,No Info,No Info
129_20250223,Feb,0.5,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Agent maintained high confidence or relief near end","Q&A,Wrap","petroleum engineering, bachelor degree, degree in petroleum, engineering, Elsa type, graduated, bachelor, degree, Yeah, questions, started, quant, kind of mixing, verbal quant, Brenda, verbal, quant, yeah, verbal, score, questions, push, easy, start, test, stage, Yeah, mock tests, make any sense, verbal, absolutely fine, things, learned in stage, questions, solve, stage, Muscle memory, thing, happen, process, ample practice, practice for verbal, Brenda, stage, ample, practice, verbal, board, ","approval,gratitude,optimism,optimism",No Info,"engineering, bachelor",No Info,the weekend of June 28th
12_20250107,Jan,0.5,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Agent maintained high confidence or relief near end","Q&A,Wrap","Yeah, audible, visible, preparing, test, score, started, started preparing, answer the question, hours, verbal, yeah, flow, answer, question, plan, difference in weightage, matter of luck, scoring, day, difference, weightage, matter, luck, time rereading things, rereading things, spend a lot, lot of time, time rereading, called Journey View, Journey View, learn, , months, planning, coupons, discounts, point, time, running, point of time, Yeah, final price, Sir, Bye, final, price, back, decide","approval,approval,optimism,optimism",No Info,No Info,No Info,No Info
130_20250219,Feb,0.5,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Low stress or confusion during price discussion","Q&A,Wrap,Price discussion","MAT works, works in general, MAT, general, aware, works, completely anoop, English, completely, anoop, gradually my English, Yeah, fine, English rather deteriorated, people have told, processing the question, start processing, start, people, question, long, told, verbal back, weak, practicing, cat practice material, matter, score, back, verbal, mat work, work, mat, Yeah, Kindly, nice sense, nice, sense","approval,approval",No Info,No Info,EG MAT,No Info
131_20250224,Feb,0.38,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Agent maintained confidence or relief near end","Q&A,Wrap","Yeah, Yeah, test, Excel, find any mail, mail, find, weeks, week, Yeah, fun, alright, yeah, exam, idea, exam works, works, time, week, MAT, , Yeah, April, day extension, day, month, extension, add, exam","approval,realization,gratitude,optimism",No Info,No Info,No Info,No Info
132_20250224,Feb,0.75,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Low stress or confusion during price discussion,Agent maintained high confidence or relief near end","Q&A,Wrap,Price discussion","long time, GMAT, Quan sections, study plan, Quan, March, study, plan, Uzbekistan, shared all materials, online lessons, lessons, teacher, watching online lessons, online class, online, practice practice practice, practice practice, study plan, watched many videos, yesterday from e-mail, practice, plan, watched, make, verbal, study plan, days, quant, study, plan, Quan section, Yeah, day study plan, day study, quant section, study plan, day, section, purchase, purchase today, start today, Correct, start, purchase, today, days, great, helpful session, helpful, session","approval,optimism,gratitude,optimism,admiration,optimism",No Info,No Info,"Piyush, GMAT","2 days, 14th of March, 18 years, 1718 days"
133_20250225,Feb,0.5,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Low stress or confusion during price discussion","Q&A,Wrap,Price discussion","years of experience, years, experience, GMAT, June, quad part, June or July, till, Indian schools, Indian, Gmail route, MBA, year, NMMS Mumbai, schools, target, Ahmedabad, Awesome, CAD consultations, Mumbai, stayed in Mumbai, admitted I Ahmedabad, kind of calls, God, Yeah, Mac focus, Mac, previous, previous show, previous scoring, show, understand, Yeah, correct, heard, pretty good, pretty, good, change your plan, correct, plan, start, March, incorporated, change, weeks, Awesome, Yeah","approval,gratitude",No Info,No Info,GMAT,No Info
134_20250226,Feb,0.5,"Prospect showed positive emotion (hope or confidence or etc.) during wrap-up/Q&A,Low stress or confusion during price discussion,Agent maintained confidence or relief near end","Q&A,Wrap,Price discussion","educational background, mechanical engineer, NMMS Mumbai, MBA, absolutely fresh, background, terms, educational, Yeah, MBA, APHD, Awesome, , kind of CAD, CAD mix, odd years, CAD, Awesome, odd, years, prepare, correct, month, suited, Vaibhav, Yeah","gratitude,admiration",Mumbai,phd,Army,No Info
135_20250226,Feb,0.62,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Low stress or confusion during price discussion,Agent maintained confidence or relief near end","Q&A,Wrap,Price discussion","educational background, NMS Mumbai, mechanical engineer, MBA, GMAT, background, mechanical, terms, Yeah, general management, ISP, Gmail, Excel, knowledge, ISP then SPG, good, clear part, Yeah, year, exploring, CAT, percentile, give, good, Yeah, unable, times, things, frustrated, giving, exam, learn, targeting Indian colleges, Indian colleges, targeting Indian, decent score, Indian, score, correct, targeting, Yeah, Saturday, Correct hours, Saturday week, week, Correct, March, Monday, Yeah, giving time, call, time, giving","approval,gratitude,optimism",No Info,No Info,"SPJ, NMS Mumbai, GMAT",No Info
136_20250226,Feb,0.62,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Low stress or confusion during price discussion,Agent maintained confidence or relief near end","Q&A,Wrap,Price discussion","firm like PCs, private firm, yeah, PCs, graduate, working, private, firm, Yeah, time, mock, mat, reading, passage, start, passage reading, Yeah, questions, engineer, thing, time, dealing, gave, person, Yeah, find it difficult, difficult to stay, stay tuned, longer passages, find, difficult, stay, Yeah, Yeah, India, good, Yeah, difficult, figured, Nice, violent lessons, lessons, hey, time","approval,gratitude,realization,admiration",No Info,graduate,No Info,around 7 years
137_20250227,Feb,0.62,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Low stress or confusion during price discussion,Agent maintained confidence or relief near end","Q&A,Wrap,Price discussion","Hammond Connected Services, mechanical engineer, MMS Mumbai, educational background, MBA, Hammond Connected, Connected Services, Yeah, Yeah, high score, hours, quality, MBA, CGPA, targeting, high, GMAT, GMAT Club, idea, yeah, time, penalty, capping, Club, June is pretty, Yeah, pretty, pretty good, number, June, number of files, number of hours, Yeah, structure, expert, based, question MAD Yeah, yeah, MAD Yeah, wanted, question, question MAD, based, solve, meeting, time","approval,gratitude,optimism",MMS Mumbai,"science, computer science","DI, the Hammond Connected Services",2021
138_20250226,Feb,0.62,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Low stress or confusion during price discussion,Agent maintained confidence or relief near end","Q&A,Wrap,Price discussion","years, years of experience, Yeah, year, started, prepared for GMAT, construction, management, role of CEO, hired for vice, vice president, year MBA, MBA, CEO, people, year, Reading comprehension, Reading, Sir, comprehension, majority, answers, good, good score, Yeah, equations, linear equations, linear, concept, solving, score, scores, mastered quadratic equations, quadratic equations, mastered quadratic, equations, hours, mastered, quadratic, critical reasoning, Yeah, invited, GMAC, thing, called, attended, explain, questions, working full time, egmap company, full time, working full, company, time, Yeah, egmap","approval,approval,optimism","Nikbar, Pune","engineering, bachelor","PGPX, PMO, EG MAT, GMAT","between 5, 2 year, 10 plus years"
139_20250227,Feb,0.62,"Prospect showed positive emotion (hope or confidence or etc.) during wrap-up/Q&A,Low stress or confusion during price discussion,Agent maintained high confidence or relief near end","Q&A,Wrap,Price discussion","MBA, Google, finance sector, joined the bank, change my job, required qualification, masters in zoology, zoology back, Yeah, HES, exams, maths, studied, basics, laptop, percentile, Yeah, quant, Wow, difficult, nice, generally, found, thinking, Yeah, camera, happening, Sunday, hours, months, basically, months basically, Yeah, mentor anytime, anytime, contact the mentor, contact, mentor, discounted price, price, showed, two-month, discounted, ","gratitude,optimism,optimism",No Info,masters,"YouTube, Google",2016
13_20250108,Jan,0.38,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Agent maintained confidence or relief near end","Q&A,Wrap","educational background, mechanical engineer, MBA, writing the GMAT, GMAT sometime possibly, year, universities in America, background, Yeah, find, terms, terms of verbal, kind, verbal reasoning, difficult to read, read the passage, Yeah, feels, feels good, Yeah, good, foundation stage, feels, set of questions, learned in foundation, stage, , Yeah, clear, weeks, good, couple, start, couple of weeks, weeks probably start, Yeah, clear","optimism,approval,optimism","M7, America, Stanford",engineering,GMAT,No Info
140_20250227,Feb,0.62,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Low stress or confusion during price discussion,Agent maintained confidence or relief near end","Q&A,Wrap,Price discussion","audible, job July, July, fine, company, quit my job, work, quit, Yeah, GMAT, gave, official GMAT, GMAT site, yesterday, questions, find, Yeah, months, give, March to April, month March, beginning, Miku Bharja Ketchikwala, Bharja Ketchikwala Scholarship, Yeah, Mac, join EG Mac, making, feeling, stuck, things, thing, Yeah, information, yeah, cool, months, yesterday, scored, preparation, scored yesterday, Yeah, reattempt","approval,gratitude,optimism",No Info,No Info,No Info,July 20
141_20250228,Feb,0.38,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Agent maintained confidence or relief near end","Q&A,Wrap","Yeah, couple of minutes, WhatsApp number, number, leave, couple, minutes, WhatsApp, Yeah, demo class, Sir, GMAT website, GMAT, class, hey, thought, Yeah, Sir, MAT, MAT teach, correct, month, months, assumptions, GMAT self based, choose this GMAT, Yeah, Sir, focusing to choose, GMAT, based, test in August, Yeah, months, Yeah, Sir, Khatu, understanding, busy","approval,gratitude,optimism",No Info,No Info,WhatsApp,No Info
142_20250224,Feb,0.38,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Agent maintained confidence or relief near end","Q&A,Wrap","high school, long time, time, GMAT Amsterdam, started international business, master degree, master, math, Yeah, Friday, quant, hours, week, quant class, class, working, mock Excel, Yeah, kind of doubting, Excel, correct, Matt, kind, doubting, Yeah, correct, weaker, section, guess, time, improve, weaker section, Yeah, ago, years ago, year ago, years, year, buy, inside, Yeah, GMAT, hours, declined, applied, university, studying, applied for university, Yeah","approval,gratitude,optimism",No Info,high school,GMAT,2 years
14_20250110,Jan,0.62,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Low stress or confusion during price discussion,Agent maintained confidence or relief near end","Q&A,Wrap,Price discussion","Yeah, expecting, score, fast, pick, yeah, GMAT, guess, stuff, GMAT tutoring, thought, resources, found e GMAT, Yeah, mentor, hours, working, solve, performance, Ohh, weekend, Yeah, GMAC Yeah, GMAT, minute, thinking, kind, GMAC, GMAT I studied, feel yeah, yeah, feel, include like days, days for mock, mock tests, end, include, cementing quiz, yeah cementing quiz, concept anymore, yeah, yeah yeah cementing, cementing, quiz, yeah cementing, connect your phone, phone call, call to address, yeah, address that yeah, covered, ping, connect","approval,realization,gratitude,optimism",No Info,No Info,No Info,No Info
