transcript_id,timestamp,text,speaker
105,05:25,So how how does this work?,agent
105,05:27,"You would have some questions once you finish it, but of course I am there to you know, help you with that.",agent
105,05:31,So yeah.,agent
105,05:33,So these are the 2 videos which you can watch right now.,agent
105,05:38,We will be on mute.,agent
105,05:38,I will be waiting for you.,agent
105,05:40,So once you are done just unmute and say hi.,agent
105,05:42,I will.,prospect
105,05:43,I will.,agent
105,05:43,We will discuss at that point.,agent
105,05:46,"OK, Yeah, I will watch and I will let you know.",prospect
105,05:50,"Sure, sure.",agent
105,05:50,I will be here.,agent
105,05:51,Yeah.,agent
105,19:41,"Hi, Amrit.",unknown
105,19:46,Hello.,unknown
105,19:47,"Yeah, Yeah, I went to these videos.",prospect
105,19:50,Yeah.,prospect
105,19:51,So I hope that would have given you a fair understanding of how we are going to approach the GMAT as a whole.,agent
105,19:57,And yeah.,agent
105,19:58,So what do you feel?,agent
105,19:59,"So you know, what is it that you have got from the video, Kavina?",agent
105,20:04,"Yeah, I understood like the complete walkthrough of what things are there, How?",prospect
105,20:09,Right.,prospect
105,20:10,"I can have a look at the videos, classes, the Marks and how the mentor will help me and give me the like the agenda, right?",prospect
105,20:18,Both of the things I need to focus on.,prospect
105,20:21,"Correct, correct.",agent
105,20:22,"And also as you progress your journey, you are going to leave a trail of data footprints which is being utilised for, you know for for your last leg of your breath.",agent
105,20:33,"Yeah, that is see the mentorship program you have already seen in that video you know majorly through emails and chats and that is only till phase one.",agent
105,20:42,So the complete mentorship for the complete prep is divided to 2 phases.,agent
105,20:46,"Phase one is still you reach a particular level of around 8080 to 80 percentile, around 6.5625 is when you would have phase one and then Phase 2.",agent
105,20:56,"So what happens in phase one is once you hit that particular 80 to 85 percentile, what as an output, what what can we expect is you would by then know how to solve all questions because GMAT unlike CAT or other tests where you know you have to have the very depth of understanding.",agent
105,21:12,Here the depth is from the focus.,agent
105,21:13,"Here the technique is the focus because the depth is very shallow, right.",agent
105,21:16,There are very limited types of questions that can ever come in your GMAT.,agent
105,21:20,"And once you identify those types and you know work on it, there is nothing new that you are going to see for your first time in your test.",agent
105,21:27,But all that matters is having that high optimised efficiency.,agent
105,21:31,So the first objective ways to make sure that you know how to solve all questions may be not.,agent
105,21:36,"If not, see the average time that you would require or you would get for solving questions in G matrix around 2 minutes.",agent
105,21:43,"For verbal, you have 23 questions for 45 minutes, just about 2 minutes.",agent
105,21:47,"Quants 21 minutes, you know just below 2 minutes.",agent
105,21:50,"And for quants 21 questions for 45 minutes, just below 2 minutes.",agent
105,21:54,"And data insights, again 20 questions for 45 minutes, just below 2 minutes.",agent
105,21:58,So on an average if you just see it is all you know close to 2 minutes of time is what you would have for your test the reason of your question.,agent
105,22:06,"So even if you take 33 and a half minutes on an average or 3 minutes on an average, its OK if you are getting the right answer in the phase one.",agent
105,22:14,So that is the objective.,agent
105,22:15,"There are 64 questions, at least 63 to 64 questions or at least in the worst case 62 questions you should be able to solve in that you know relax time environment and till then you would have your mental support majorly via you know.",agent
105,22:30,I will share my screen also for for you to have an understanding if I if I take say a critical tracing or any of the sections.,agent
105,22:39,"Yeah, this is the chat window.",agent
105,22:41,"You know that that they are going to have where you know whenever you ping your mentor, you are going to get a pop up.",agent
105,22:47,They are going to get a pop up and they ping you.,agent
105,22:48,"You are going to get a pop up and whenever it is not just in chat, you are also going to get a mail of it.",agent
105,22:54,So you know you are going to get the communication recorded in your mail by default.,agent
105,22:59,So that is going to be there and you know chat does not necessarily mean typing.,agent
105,23:03,It could be the loop videos which which you know you have just watched our loop videos.,agent
105,23:07,So it would not take much time for your mentor to create a short loop video to explain you rather than just typing and creating a confusion.,agent
105,23:14,"So you know, generally we prefer that and if it is something pretty straightforward, we will just type and send it to you as well.",agent
105,23:20,"So that is how it is going to be in phase one and once you enter Phase 2 that is once you reach a capability to solve all questions that comes in front of you, you require a dedicated you know, you know structure or a strategy to now get all the questions in under less than 2 minutes.",agent
105,23:39,And how does it happen?,agent
105,23:40,It happens through our flagship program called the Last Mile Push.,agent
105,23:43,"So you know when we say it is a program, it is a different program.",agent
105,23:46,You know don't get into the things that it is going to be additional charge.,agent
105,23:50,"It is inclusive within the course because what we believe is nobody enrolls in a course for you know, getting a 615 rates everyone gets in a course, you know gets gets a course for getting a high score.",agent
105,24:01:00,So we don't charge anything extra for it.,agent
105,24:04:00,"But the idea is once you start or you know, the idea is the first objective that you need to get is to hit that particular personnel to be eligible for this.",agent
105,24:16:00,"And all all the students that you would see if you have follow, if you have been following us on YouTube, you would have seen that we are actually having the highest number of success rate compared to almost the top global platforms you went towards from the second test.",agent
105,24:30:00,"And, and everybody that you would see in our YouTube channel.",agent
105,24:33:00,"I will I will just quickly show you as well that you know, the you know, they have gone through the last minute push program where you would have one on one session with your mentors.",agent
105,24:41:00,"Beyond that, once you are once you enter the last minute push program, it will not be chat or meal, but it will be one on one session that you would have a with your mentor where the complete agenda is for fine tuning and time management.",agent
105,24:52:00,That will be the only focus in the last minute push program.,agent
105,24:55:00,"So, so some students directly enrolled for last week which program also who already have given their actual test.",agent
105,25:02:00,"And this is one of the students who got a 625 in an actual test and you know, joined us.",agent
105,25:09:00,"She gave, she had she was running on deadline, had only around 17 days and had another test.",agent
105,25:15:00,She joined us for 15 days and and got to a 695 score.,agent
105,25:21:00,"So, you know, we have a lot of scenarios and we have students who get 725 just you just need to do only one thing.",agent
105,25:28:00,"If you are looking for a 700 plus, see just to give you a context, you know the median of the median score for ISB is 655.",agent
105,25:35:00,"For I, I, Ms is also around 655.",agent
105,25:38:00,And for NCR the median score is around 675685.,agent
105,25:42:00,"You need to score, you need to plan at least 2030 points on top of the median score to get an interview call.",agent
105,25:49:00,"And for ISB, if you are targeting a 715 or like A908909 percentile, you can get up to 100% scholarships also.",agent
105,25:56:00,So that should be a focus provided the time frame that you have got right.,agent
105,26:01:00,So we have a lot of such examples.,agent
105,26:03:00,We would find a lot of students who are getting A908909 percentile on a monthly basis.,agent
105,26:08:00,You would find plenty.,agent
105,26:10:00,So you know that is one thing.,agent
105,26:11:00,"And regarding GMAT Club, which is the world's largest community of all the GMAT aspirin sectors of globe, you would find, you know, we having the highest number of reviews, verified reviews for getting posted 2.8 K.",agent
105,26:26:00,The second best is TDP.,agent
105,26:27:00,You would find it is almost half.,agent
105,26:30:00,And then you would find the average rating is 4.7 out of 5.,agent
105,26:33:00,And almost everyone would be talking about how the last mail push program has been helpful and how the journey has been helpful throughout their prep and all these things.,agent
105,26:42:00,So just you also give you a context.,agent
105,26:44:00,"I would like to show you one of the students, you know, who came back to prep after a really long time.",agent
105,26:54:00,So let me just open it up to somewhere here.,agent
105,26:59:00,So he came back after 20 years of work eggs.,agent
105,27:03:00,"You know, when when someone comes back after 20 years of work eggs, you know, you would pretty much be, you know, you pretty much understand that, you know, they, they are practically starting from that Ground Zero.",agent
105,27:14:00,"So this is one of the students who came back to prep after, you know, around 19 years of work case after 20 years that he came back to academics and got to a score of 685.",agent
105,27:27:00,"And there are other examples as well who have done that, who has done that in their journey.",agent
105,27:32:00,"So, so most people will talk about how the Olympic program has been successful where, you know, like the way I said, no extra cost provided you are already at a good level that is around 80th percentile level.",agent
105,27:42:00,"So to boost a peer score and this is also another student who came after 20 years of work eggs, you know, so when these people can do anybody can do that, that is the idea.",agent
105,27:55:00,"So you know, when someone gets 20 plus years of experience can come in and you know, crack it and get A6856959798 percentile, you know, we we can do because it is it is a standard process that has to follow.",agent
105,28:09:00,We cover from the fundamentals.,agent
105,28:10:00,"But of course, even if you look at quants, let us assume that if it is quants, maybe there is a fact that you know, you may not know.",agent
105,28:19:00,"Say let us assume that 60% of things, so 70% of the things you do not know, at least 3030% of the things you might remember it, you might know.",agent
105,28:25:00,"So what we have in the quantity is something called personalised adaptive course engine, we call it PACE.",agent
105,28:30:00,"What it does is within each of the modules, you would have a diagnostic quiz.",agent
105,28:34:00,"Based on how you perform in the diagnostic quiz, we capture multiple data, your average correct time, incorrect time, accuracy, time pressure management, all these things and then recommend you to take only those particular files where you are going to have a definitive learning.",agent
105,28:47:00,And we are going to recommend you to skip the files which you have already mastered or you are already a master it.,agent
105,28:53:00,So by that way you are not spending.,agent
105,28:55:00,Suppose here you got 100 percentage recommended none here you got 100 percentage but still recommended to the files because maybe you know how to solve the question.,agent
105,29:03:00,"But if you attend these 2 files, you are going to have a better technique which will help you in your you know technique aspect.",agent
105,29:10:00,"Decimals 100 percentage recommended 4 of the 8 files because of course you know how to solve questions, but you have a better technique.",agent
105,29:16:00,But does it does not mean that you cannot take all those.,agent
105,29:19:00,You can just turn off face and still do it.,agent
105,29:21:00,"You have the complete control, but face will give you that recommendation to skip.",agent
105,29:24:00,"You can see here right Apart from that, you would have already seen the journey view where the complete prep bibit bubble quant or DI.",agent
105,29:34:00,"You would have this journey view where you would see how well you are doing compared to your peers across the global population, how well you are doing with respect to them for each other particular file.",agent
105,29:45:00,If you're doing better than then we get a grade A.,agent
105,29:46:00,"If you're doing at par with them, we get a grade B.",agent
105,29:48:00,"And if you're doing below the bench, you get a grade C.",agent
105,29:51:00,"And for each of the grade should have a definitive set of actions to do, which your mentor would define you very clearly before you start or initiate.",agent
105,29:57:00,So you know that is fun thing.,agent
105,29:59:00,"So it's a demand is a competitive test, right?",agent
105,30:01:00,So it's better to keep that competitive spirit as we learn to have a clear understanding of how well we are going in terms of the plan that we are doing.,agent
105,30:09:00,"And this test that you are are you know the journey, view the greats and all these things are not based on what you have, what you had, you know what you have learned outside, its majorly based on what you have learned from our platform.",agent
105,30:22:00,So you are being tested in those quizzes towards the end on what we teach in that particular file.,agent
105,30:27:00,"Suppose if you are teaching you on a very simple, very basic terms, if you are teaching you 3 + 5 equal to 8, they are just gonna check 5 + 7.",agent
105,30:35:00,"Are you able to get it as you know 12 That is the objective that we are going to, you know, look at and if you are getting it going to the right track and how, how fast should we calculate that just to give you a analogy.",agent
105,30:47:00,So that that is one thing.,agent
105,30:49:00,And the second thing is the study planner you have already seen we will be creating a study planner which should be flexible.,agent
105,30:54:00,"Suppose when you the particular day you it is, it is 2 hours that you have committed but you could do only one hour you are going to mark it as you know one hour and accordingly a calendar will exist itself or maybe you committed to us cannot study at all.",agent
105,31:07:00,You are going to mark it as a no study day.,agent
105,31:08:00,But let us assume that they turned out to be holiday.,agent
105,31:11:00,You could keep say 5 hours you are going to move as 5 hours according to your calendar legs.,agent
105,31:17:00,"So you know, so as you start you would have a customised study plan and it is it is very unique for a particular study.",agent
105,31:23:00,It is like a fingerprint because to a great extent this is a skeleton.,agent
105,31:27:00,"We would say this is skeleton, the flesh and the skin would be a mentor would be building on top of the skeleton based on what you need.",agent
105,31:34:00,"So that is the that is a, you know, custom approach that you would take towards the test.",agent
105,31:38:00,"And yeah, then we have multi stage learning since Ch 2, you would go.",agent
105,31:45:00,"And so so the data that we would be capturing here is if you just go to the skill data would find if it is CR within CR for each of the particular topics, there are 9 topics for each of the particular topics.",agent
105,31:55:00,How is your accuracy?,agent
105,31:57:00,"How is your average correct time, incorrect time, block level analysis?",agent
105,32:00:00,"Then if it is RC, then what are the different topics that challenges you or you know troubles you?",agent
105,32:05:00,"Then if you look at you know, quants within quants properties, word problems, advanced topics is your arithmetic, you are still bifurcated.",agent
105,32:13:00,So how well you are doing in these particular types of files and all the things and the same goes to data inside as well.,agent
105,32:18:00,We have a dedicated DI course.,agent
105,32:20:00,"If you just see like quant and verbal, we have a dedicated DI course which should cover the whole aspect where we teach you from the fundamentals.",agent
105,32:27:00,"If you take graphic interpretation, table analysis, you would learn from the fundamentals.",agent
105,32:30:00,So you know it is a dedicated full length course.,agent
105,32:33:00,"It is in some platforms still are following that old classic format with you know they just add a couple of files in DI as an extension to quant, not as a dedicated section which is to be considered as a dedicated section, right.",agent
105,32:47:00,So that is why the test also has separate section for it.,agent
105,32:51:00,So you will have a dedicated full length course for DI as Welland of course like the way I said you will have full length mocks.,agent
105,32:57:00,We will have subsectional marks.,agent
105,32:59:00,"So you will have around 90 plus sectional marks around you know around 100 subsectional marks just for CR, just for RC this for arithmetic algebra, just for DS like data inserts all the 4 sections and you will have custom courses for targeted learning.",agent
105,33:13:00,If if I take let us say I have all I have been showing quad.,agent
105,33:17:00,So lets let me show you say this one.,agent
105,33:21:00,"If I take what problems we can actually or algebra, we can actually do targeted learning for that by going and just selecting the areas that we need to work on and then do a targeted learning for each of the types of questions.",agent
105,33:34:00,Same goes for data insights as well.,agent
105,33:38:00,"You can, you can come here and do targeted learning.",agent
105,33:40:00,"So, so there is a lot that you can do with this platform and, and this is television.",agent
105,33:46:00,"You do not have to purchase anything else for your, you know, GMAT club.",agent
105,33:51:00,"So that is that is one thing to go here data sufficiency, you have these many types of questions for each type of question we can do targeted learning.",agent
105,33:57:00,"There are certain probability, there are special reasoning, there are number of properties, there are statistics or beat any of the sections you are going to have the same yeah.",agent
105,34:06:00,So that's that's the whole aspect.,agent
105,34:09:00,Now over to you.,agent
105,34:10:00,"If you have any questions, you know we have covered comprehensively, but still you might have some questions if so we can discuss right now.",agent
105,34:18:00,"Yes, so, so I will let me just give me the like what is the plans and pricing because I have few questions around it.",prospect
105,34:28:00,"OK, you are looking for 4 months, right?",agent
105,34:31:00,I can go for 6 months also.,prospect
105,34:35:00,OK.,agent
105,34:35:00,"So 6 months is priced at 3:00, $99 and 4 months in the platform is $299.",agent
105,34:44:00,So 299 is around 2590399 is around 34500.,agent
105,34:54:00,So that's the pricing and we also have live classes which I don't recommend you to purchase right away but rather if you once you get into the selfish and I will tell you what happens in the live class like any other you know platforms giving you a live class in like any of the institute that gives you a live class across the globe.,agent
105,35:13:00,You are going to have an instructor coming in and they will be solving questions and you will be learning through solving.,agent
105,35:18:00,That's approach that it has been there since existence for all life class across the globe.,agent
105,35:22:00,So you are going to have the same here as well.,agent
105,35:25:00,But you have to contribute on multiple things.,agent
105,35:28:00,You know GMAT is a test where there are working professionals and the the live class happens only at a fixed time.,agent
105,35:35:00,So you know if it is a recorded session then what is the purpose of taking a live class?,agent
105,35:39:00,Live class has to be live.,agent
105,35:40:00,So you know the timing.,agent
105,35:42:00,Does it suit you?,agent
105,35:44:00,"Probably it will be in the evening everyday you will have sessions, you know, 5 to 6 days a week you would have sessions in the evening.",agent
105,35:52:00,"And even if you take live class, live classes not a replacement for the self base because there are certain limitations for life class where all the data that we capture which we use in the last minute push program because the fine tuning towards the later part is very important.",agent
105,36:05:00,Because see a student can buy themselves get to a 615 score at 1:00 point of time.,agent
105,36:10:00,Maybe with a dedicated course you would get there in say 4 months.,agent
105,36:14:00,"If not with a dedicated course, they might take one year, that is the difference.",agent
105,36:17:00,"But eventually with the free materials online, YouTube and all these things, you would eventually get to a position where in GMAT you would know how to solve all questions because the the syllabus is limited.",agent
105,36:27:00,So the idea is to optimise.,agent
105,36:29:00,"So most students would get plateaued there and then they will be stuck because they don't have, we don't have the data to, you know, proceed further to identify what exactly has to be dealt with.",agent
105,36:38:00,"So, so life class is never a replacement of selfish but an extension if you have more time.",agent
105,36:44:00,"So what I would suggest is if you even want to try, you can take free couple of live sessions and see if it is actually helping you to a great extent.",agent
105,36:53:00,"And if you feel that OK this is something which I definitely want to go for, go for it after taking 2 of the live classes.",agent
105,36:59:00,"And also I will also show even if you take a self paced course, you are still going to have webinars.",agent
105,37:04:00,"But the catch is webinars happens every Saturday, Sunday you will find that you know 11:00 AM IST.",agent
105,37:12:00,So webinars are in self paged also like self based also it's going to be there.,agent
105,37:15:00,"But the catches in webinars around 100 because it's not something which we charge extra, right.",agent
105,37:20:00,"So around 100, 100 to 150 students might join in, in, in a session.",agent
105,37:25:00,"So it's going to be your, all your doubts may not be cleared there.",agent
105,37:29:00,But in the live class it will be a batch of 3 to 5.,agent
105,37:31:00,That's the difference.,agent
105,37:32:00,OK.,prospect
105,37:33:00,"And any other differences in self paid versus live sessions like mock and everything are covered in both, right.",prospect
105,37:39:00,"We, we have a student.",agent
105,37:41:00,"Yeah, yeah, everything is same.",agent
105,37:42:00,"And to to give you a context, we have a student who got a 765 in GMAT focus just with self based.",agent
105,37:50:00,So 765 is way above that 100 percentile that 735 is 100 percentile.,agent
105,37:54:00,So 765 is a really high score with just self placed.,agent
105,37:59:00,Yeah.,agent
105,38:00:00,"So you know, that is enough to be precise.",agent
105,38:03:00,"And generally life class are taken by our majority of the crowd that takes live class and majorly students who are still studying and then people who have taken a sabbatical kind of you know from from work and you know, they have ample time.",agent
105,38:18:00,So they would go for that.,agent
105,38:20:00,So that is a major crowd.,agent
105,38:22:00,"Yeah, self phase would work for me.",prospect
105,38:23:00,"But yeah, I will be going for 6 months considering I have time.",prospect
105,38:28:00,"And anyway, is there any extension possible if the 6 months over and I want like a 2 months extension, See we can go for even 15 days extension or one month extension also for $49 or 115 days, 16 days $49.",agent
105,38:44:00,"You know, one week extension is $29 and say one month extension is $89.",agent
105,38:52:00,So we have all the flexibility at that point of time.,agent
105,38:54:00,"But generally in in your case, how many hours a week in a week, how many hours are you planning to study?",agent
105,39:00:00,Like what's your.,agent
105,39:02:00,Yeah.,prospect
105,39:03:00,"So my agenda would be like in weekdays I can study for 2 hours OK, 2 to 10 hours.",prospect
105,39:10:00,Yeah.,prospect
105,39:10:00,And then on weekends I can study for like 5 hours.,prospect
105,39:14:00,So 20 hours time.,prospect
105,39:16:00,We shouldn't be taking more than 6 months.,agent
105,39:17:00,"To be honest, you should be even if you started a score as low as 300 kind of thing, you should be able to pull it off because a journey from 300 to 500 is going to be very short because it is like an exponential curve.",agent
105,39:29:00,"Your learning is going to be that once you hit that 555 you you feel that each, each increment of point is a bit slow from that point.",agent
105,39:39:00,So till then it is going to be pretty safe.,agent
105,39:41:00,So some even if you start at 3:55 till 555 is just around one 1/2 months of time that extra that you take.,agent
105,39:48:00,So basically you should be getting to last mile push program by around 44 months even if you start late.,agent
105,39:56:00,So you know you should be up there.,agent
105,39:58:00,So should not be taking more than with with the schedule that you have set consistently we are giving in say 20 hours without fail every week.,agent
105,40:05:00,Should not be taking more than 6 months.,agent
105,40:07:00,It should be done with it in 5 to end of months for sure.,agent
105,40:11:00,Got it.,prospect
105,40:12:00,Yeah and then there's no like book hard copy and books and all required.,prospect
105,40:17:00,Everything would be like online.,prospect
105,40:18:00,"No, everything is online and you know yeah.",agent
105,40:22:00,Do we have online some notes or those kind of also things available on the portal or it's just like the questions and the explanations around that?,prospect
105,40:31:00,"See regarding the notes as every time you finish it, you are going to get a summary which is downloadable.",agent
105,40:37:00,So you know you can you can you can download that as a short notes.,agent
105,40:42:00,And we generally recommend you to take create a small so you get some instructions as well as you progress where each of the particular file you have something new you learn.,agent
105,40:52:00,You just have to take a note of that just to use it as a slash slash kind of things.,agent
105,40:57:00,So you will be given instruction on that.,agent
105,40:59:00,So that is not a trouble.,agent
105,41:03:00,"Yeah, I think I am good then.",prospect
105,41:05:00,And then the study plan things.,prospect
105,41:07:00,Will you be sharing right now or it is like once I enroll for the class?,prospect
105,41:10:00,"Once you once you enroll, the first thing that you would be asked to is take the first Sigma X mock.",agent
105,41:16:00,"Once you enroll, the first thing that you would be asked to do is you will have to take a full length test through us which will be considered as a diagnostic test.",agent
105,41:24:00,And based on which you would be building your profile even if it is low or high does not matter.,agent
105,41:29:00,We are going to create a profile based out of the mock.,agent
105,41:32:00,So give 2 and half hours.,agent
105,41:35:00,So make sure that you are not doing something in between doing parallel works.,agent
105,41:39:00,Make sure that you are in the in the right.,agent
105,41:41:00,"Say suppose if you are Saturday, Sunday, if you are available today, if you are taking it today, make sure that till 2 and half hours nobody is disturbing you.",agent
105,41:48:00,You are finishing it and then then it is done for the day.,agent
105,41:51:00,So you can look into it.,agent
105,41:53:00,"So when I plan to start, I am planning to start from like probably next week onwards because I am a bit occupied this weekend.",prospect
105,42:03:00,OK.,agent
105,42:04:00,"And any like discount, anything possible for the course.",prospect
105,42:09:00,"See, once you decide, let me know.",agent
105,42:12:00,"So at that point of time, if any discounts runs or something can be given, we, we can work on it.",agent
105,42:18:00,"So whenever you decide that hey, I am, I am planning to start say tomorrow, just give me a call one day prior or give me a message one day prior.",agent
105,42:26:00,"I will message you once it confirm, Yeah.",prospect
105,42:29:00,"So probably by next Saturday, right?",prospect
105,42:31:00,"Yeah, yeah, yeah, yeah, yeah, yeah.",agent
105,42:35:00,Alright.,agent
105,42:35:00,"So keep me posted, just give me a message on Friday.",agent
105,42:38:00,I will.,prospect
105,42:39:00,Maybe we can get on a short WhatsApp call or normal call for a couple of minutes to discuss the pricing if anything further can be done.,agent
105,42:47:00,"Yeah, we can discuss on that.",prospect
105,42:48:00,Yeah.,prospect
105,42:49:00,And one last thing.,prospect
105,42:51:00,So is there any like the group or like WhatsApp to my Telegram group with your form of all the students where we can discuss the doubts?,prospect
105,42:57:00,"Or if I have any doubts, is there any email I can drop like kind of a doubt solving?",prospect
105,43:02:00,You can simply see if any particular doubt is there.,agent
105,43:05:00,"You have a forum within the, each of the questions would have a separate forum for you to put a doubt.",agent
105,43:11:00,But that is what the second is.,agent
105,43:13:00,"If if your doubt is not getting cleared, you can reach out to your vendor to help you.",agent
105,43:17:00,So you have seen in the video in itself right?,agent
105,43:19:00,So your expert can create a short video and send it to you to explain explaining you that particular doubt.,agent
105,43:25:00,So we have this forum within each of the questions where you can actually get it resolved option based itself.,agent
105,43:30:00,Yeah.,agent
105,43:33:00,OK then I think I am good.,prospect
105,43:36:00,All right so lets connect probably Friday and get it started.,agent
105,43:40:00,I will message you next Friday.,prospect
105,43:42:00,"All right, take care then.",agent
105,43:45:00,See you.,agent
105,43:46:00,Thank you.,prospect
105,43:47:00,Bye.,agent
105,43:47:00,"Bye, bye, bye.",agent
1,00:44,"Hey Nikita, yes, hey, Hi Amruth, hey, hi again.",Agent
1,00:50,Happy New year And I assume that the set of concerns which and Nivesh has you know mentioned that that we need to address in the call.,Agent
1,00:59,Its the same for you as well.,Agent
1,01:00,Nikita.,Agent
1,01:01,"Yes, yes.",Prospect
1,01:04,"All right, perfect.",Agent
1,01:05,"So Nikita, before we start, help me with the mail ID in the chat.",Agent
1,01:12,"Sorry your voice is breaking a little, Amrit.",Prospect
1,01:15,"Yeah, even I can.",Prospect
1,01:18,Ohh.,Agent
1,01:18,Is it?,Agent
1,01:19,Yeah.,Prospect
1,01:21,Just just let me know.,Agent
1,01:24,Just just give me a second.,Prospect
1,01:30,Just give me one second.,Prospect
1,01:31,Let me try to connect with a different device.,Prospect
1,01:35,Just give me one second.,Prospect
1,01:37,"Yeah, sure, sure.",Agent
1,03:05,Hello.,Prospect
1,03:07,"Yes, Amruth.",Prospect
1,03:10,"Yeah, not sure.",Agent
1,03:12,"Usually I just connect, you know, I just connect with that device, which generally works well.",Agent
1,03:18,Give me a second.,Agent
1,03:21,"Actually, it is much clearer now.",Prospect
1,03:26,Is it?,Agent
1,03:28,I had the voice earlier.,Prospect
1,03:29,I was using Bluetooth.,Prospect
1,03:32,What about?,Prospect
1,03:32,"No, no, no.",Prospect
1,03:32,"It is gone, completely gone, so on.",Prospect
1,03:39,"So basically, I have turned to speaker mode.",Agent
1,03:44,Is this fine?,Agent
1,03:46,"Yeah, it is fine now.",Prospect
1,03:48,"Yeah, it is fine.",Prospect
1,03:50,"All right, All right.",Agent
1,03:50,"In that case, So what I was telling is I, I require a your mail ID.",Agent
1,04:01,"Nikita, you can just bring me a mail ID here in the chat.",Agent
1,04:05,"Yeah, yeah, done.",Prospect
1,04:21,"Alright, perfect.",Agent
1,04:22,"So to address your questions one by one, do you wish to see the portal and have a you know real ID?",Agent
1,04:33,Because the first point animation that you have mentioned is course extension.,Agent
1,04:37,So what do you mean by course extension animation?,Agent
1,04:40,What what what exactly were you referring to?,Agent
1,04:43,Yes.,Prospect
1,04:44,So basically course extension as in let us say I buy 2 month course and after after 2 months let us say I feel that my preparation is not enough and if I want to extend the course so that is the case.,Prospect
1,05:00,So for that I mailed Sandeep and then he asked me to get on the call with you.,Prospect
1,05:05,And so I wanted to understand that thing.,Prospect
1,05:08,"So currently, do you have a valid account or is it that you're planning to start and you're looking from a future standpoint?",Agent
1,05:16,I'm looking from a future standpoint.,Prospect
1,05:18,"And OK, so to extend to extend, what you need is, you know, for for one month, you'd have to pay an extra of $89 per month.",Agent
1,05:28,So when is it?,Agent
1,05:30,"See, I just want to understand from each of you, you know, you just starting, you are just starting your preparation, you know, have you taken any mock or anything so far  Nikita, not yet.",Agent
1,05:42,"OK, OK.",Agent
1,05:43,"So do you have any deadlines in, in terms of when you have to apply to schools and when do you when you have to have that score in hand?",Agent
1,05:53,So basically I am planning for spring index.,Prospect
1,05:55,"So deadline is around March, April, OK, close to close to 3 months time, right.",Prospect
1,06:02,"And is that, is that the same case for Nikita?",Agent
1,06:06,Not as often round.,Prospect
1,06:07,I mean I am just starting to prepare for it.,Prospect
1,06:10,"And yeah, there is no hard deadline for me at least.",Prospect
1,06:15,"All right, got it, got it.",Agent
1,06:16,She is looking for next to next like 2027 it takes.,Agent
1,06:20,So she is got much more time then.,Agent
1,06:22,"Yeah, yeah, yeah.",Prospect
1,06:24,Got it.,Agent
1,06:24,"So see in, in, in either ways, either ways getting a GMAT score, maybe animation you you'd realise, right.",Agent
1,06:31,"So, so if you, if you had look for spring intake and if you had done your GMAT previous year itself, that would have been great.",Agent
1,06:38,"So that, that's one of the reasons I guess you would have recommended Nikita because it's always better to start early and get done with the GMAT early so that we have that Peace of Mind because it's gonna be active for 5 years.",Agent
1,06:48,"So we can comfortably apply during the scheduled time and that we can, we can go for it.",Agent
1,06:54,"So, so, so that's one thing regarding your extension part and Himesh, every month extension would cost you 89 on top of that.",Agent
1,07:05,"So that's, that's how the pricing goes.",Agent
