,transcript_id,timestamp,text,speaker
183,105,32:33:00,"It is in some platforms still are following that old classic format with you know they just add a couple of files in DI as an extension to quant, not as a dedicated section which is to be considered as a dedicated section, right.",agent
184,105,32:47:00,So that is why the test also has separate section for it.,agent
185,105,32:51:00,So you will have a dedicated full length course for DI as Welland of course like the way I said you will have full length mocks.,agent
186,105,32:57:00,We will have subsectional marks.,agent
187,105,32:59:00,"So you will have around 90 plus sectional marks around you know around 100 subsectional marks just for CR, just for RC this for arithmetic algebra, just for DS like data inserts all the 4 sections and you will have custom courses for targeted learning.",agent
188,105,33:13:00,If if I take let us say I have all I have been showing quad.,agent
189,105,33:17:00,So lets let me show you say this one.,agent
190,105,33:21:00,"If I take what problems we can actually or algebra, we can actually do targeted learning for that by going and just selecting the areas that we need to work on and then do a targeted learning for each of the types of questions.",agent
191,105,33:34:00,Same goes for data insights as well.,agent
192,105,33:38:00,"You can, you can come here and do targeted learning.",agent
193,105,33:40:00,"So, so there is a lot that you can do with this platform and, and this is television.",agent
194,105,33:46:00,"You do not have to purchase anything else for your, you know, GMAT club.",agent
195,105,33:51:00,"So that is that is one thing to go here data sufficiency, you have these many types of questions for each type of question we can do targeted learning.",agent
196,105,33:57:00,"There are certain probability, there are special reasoning, there are number of properties, there are statistics or beat any of the sections you are going to have the same yeah.",agent
197,105,34:06:00,So that's that's the whole aspect.,agent
198,105,34:09:00,Now over to you.,agent
199,105,34:10:00,"If you have any questions, you know we have covered comprehensively, but still you might have some questions if so we can discuss right now.",agent
200,105,34:18:00,"Yes, so, so I will let me just give me the like what is the plans and pricing because I have few questions around it.",prospect
201,105,34:28:00,"OK, you are looking for 4 months, right?",agent
202,105,34:31:00,I can go for 6 months also.,prospect
203,105,34:35:00,OK.,agent
204,105,34:35:00,"So 6 months is priced at 3:00, $99 and 4 months in the platform is $299.",agent
205,105,34:44:00,So 299 is around 2590399 is around 34500.,agent
206,105,34:54:00,So that's the pricing and we also have live classes which I don't recommend you to purchase right away but rather if you once you get into the selfish and I will tell you what happens in the live class like any other you know platforms giving you a live class in like any of the institute that gives you a live class across the globe.,agent
207,105,35:13:00,You are going to have an instructor coming in and they will be solving questions and you will be learning through solving.,agent
208,105,35:18:00,That's approach that it has been there since existence for all life class across the globe.,agent
209,105,35:22:00,So you are going to have the same here as well.,agent
210,105,35:25:00,But you have to contribute on multiple things.,agent
211,105,35:28:00,You know GMAT is a test where there are working professionals and the the live class happens only at a fixed time.,agent
212,105,35:35:00,So you know if it is a recorded session then what is the purpose of taking a live class?,agent
213,105,35:39:00,Live class has to be live.,agent
214,105,35:40:00,So you know the timing.,agent
215,105,35:42:00,Does it suit you?,agent
216,105,35:44:00,"Probably it will be in the evening everyday you will have sessions, you know, 5 to 6 days a week you would have sessions in the evening.",agent
217,105,35:52:00,"And even if you take live class, live classes not a replacement for the self base because there are certain limitations for life class where all the data that we capture which we use in the last minute push program because the fine tuning towards the later part is very important.",agent
218,105,36:05:00,Because see a student can buy themselves get to a 615 score at 1:00 point of time.,agent
219,105,36:10:00,Maybe with a dedicated course you would get there in say 4 months.,agent
220,105,36:14:00,"If not with a dedicated course, they might take one year, that is the difference.",agent
221,105,36:17:00,"But eventually with the free materials online, YouTube and all these things, you would eventually get to a position where in GMAT you would know how to solve all questions because the the syllabus is limited.",agent
222,105,36:27:00,So the idea is to optimise.,agent
223,105,36:29:00,"So most students would get plateaued there and then they will be stuck because they don't have, we don't have the data to, you know, proceed further to identify what exactly has to be dealt with.",agent
224,105,36:38:00,"So, so life class is never a replacement of selfish but an extension if you have more time.",agent
225,105,36:44:00,"So what I would suggest is if you even want to try, you can take free couple of live sessions and see if it is actually helping you to a great extent.",agent
226,105,36:53:00,"And if you feel that OK this is something which I definitely want to go for, go for it after taking 2 of the live classes.",agent
227,105,36:59:00,"And also I will also show even if you take a self paced course, you are still going to have webinars.",agent
228,105,37:04:00,"But the catch is webinars happens every Saturday, Sunday you will find that you know 11:00 AM IST.",agent
229,105,37:12:00,So webinars are in self paged also like self based also it's going to be there.,agent
230,105,37:15:00,"But the catches in webinars around 100 because it's not something which we charge extra, right.",agent
231,105,37:20:00,"So around 100, 100 to 150 students might join in, in, in a session.",agent
232,105,37:25:00,"So it's going to be your, all your doubts may not be cleared there.",agent
233,105,37:29:00,But in the live class it will be a batch of 3 to 5.,agent
234,105,37:31:00,That's the difference.,agent
235,105,37:32:00,OK.,prospect
236,105,37:33:00,"And any other differences in self paid versus live sessions like mock and everything are covered in both, right.",prospect
237,105,37:39:00,"We, we have a student.",agent
238,105,37:41:00,"Yeah, yeah, everything is same.",agent
239,105,37:42:00,"And to to give you a context, we have a student who got a 765 in GMAT focus just with self based.",agent
240,105,37:50:00,So 765 is way above that 100 percentile that 735 is 100 percentile.,agent
241,105,37:54:00,So 765 is a really high score with just self placed.,agent
242,105,37:59:00,Yeah.,agent
243,105,38:00:00,"So you know, that is enough to be precise.",agent
244,105,38:03:00,"And generally life class are taken by our majority of the crowd that takes live class and majorly students who are still studying and then people who have taken a sabbatical kind of you know from from work and you know, they have ample time.",agent
245,105,38:18:00,So they would go for that.,agent
246,105,38:20:00,So that is a major crowd.,agent
247,105,38:22:00,"Yeah, self phase would work for me.",prospect
248,105,38:23:00,"But yeah, I will be going for 6 months considering I have time.",prospect
249,105,38:28:00,"And anyway, is there any extension possible if the 6 months over and I want like a 2 months extension, See we can go for even 15 days extension or one month extension also for $49 or 115 days, 16 days $49.",agent
250,105,38:44:00,"You know, one week extension is $29 and say one month extension is $89.",agent
251,105,38:52:00,So we have all the flexibility at that point of time.,agent
252,105,38:54:00,"But generally in in your case, how many hours a week in a week, how many hours are you planning to study?",agent
253,105,39:00:00,Like what's your.,agent
254,105,39:02:00,Yeah.,prospect
255,105,39:03:00,"So my agenda would be like in weekdays I can study for 2 hours OK, 2 to 10 hours.",prospect
256,105,39:10:00,Yeah.,prospect
257,105,39:10:00,And then on weekends I can study for like 5 hours.,prospect
258,105,39:14:00,So 20 hours time.,prospect
259,105,39:16:00,We shouldn't be taking more than 6 months.,agent
260,105,39:17:00,"To be honest, you should be even if you started a score as low as 300 kind of thing, you should be able to pull it off because a journey from 300 to 500 is going to be very short because it is like an exponential curve.",agent
261,105,39:29:00,"Your learning is going to be that once you hit that 555 you you feel that each, each increment of point is a bit slow from that point.",agent
262,105,39:39:00,So till then it is going to be pretty safe.,agent
263,105,39:41:00,So some even if you start at 3:55 till 555 is just around one 1/2 months of time that extra that you take.,agent
264,105,39:48:00,So basically you should be getting to last mile push program by around 44 months even if you start late.,agent
265,105,39:56:00,So you know you should be up there.,agent
266,105,39:58:00,So should not be taking more than with with the schedule that you have set consistently we are giving in say 20 hours without fail every week.,agent
267,105,40:05:00,Should not be taking more than 6 months.,agent
268,105,40:07:00,It should be done with it in 5 to end of months for sure.,agent
269,105,40:11:00,Got it.,prospect
270,105,40:12:00,Yeah and then there's no like book hard copy and books and all required.,prospect
271,105,40:17:00,Everything would be like online.,prospect
272,105,40:18:00,"No, everything is online and you know yeah.",agent
273,105,40:22:00,Do we have online some notes or those kind of also things available on the portal or it's just like the questions and the explanations around that?,prospect
274,105,40:31:00,"See regarding the notes as every time you finish it, you are going to get a summary which is downloadable.",agent
275,105,40:37:00,So you know you can you can you can download that as a short notes.,agent
276,105,40:42:00,And we generally recommend you to take create a small so you get some instructions as well as you progress where each of the particular file you have something new you learn.,agent
277,105,40:52:00,You just have to take a note of that just to use it as a slash slash kind of things.,agent
278,105,40:57:00,So you will be given instruction on that.,agent
279,105,40:59:00,So that is not a trouble.,agent
280,105,41:03:00,"Yeah, I think I am good then.",prospect
281,105,41:05:00,And then the study plan things.,prospect
282,105,41:07:00,Will you be sharing right now or it is like once I enroll for the class?,prospect
283,105,41:10:00,"Once you once you enroll, the first thing that you would be asked to is take the first Sigma X mock.",agent
284,105,41:16:00,"Once you enroll, the first thing that you would be asked to do is you will have to take a full length test through us which will be considered as a diagnostic test.",agent
285,105,41:24:00,And based on which you would be building your profile even if it is low or high does not matter.,agent
286,105,41:29:00,We are going to create a profile based out of the mock.,agent
287,105,41:32:00,So give 2 and half hours.,agent
288,105,41:35:00,So make sure that you are not doing something in between doing parallel works.,agent
289,105,41:39:00,Make sure that you are in the in the right.,agent
290,105,41:41:00,"Say suppose if you are Saturday, Sunday, if you are available today, if you are taking it today, make sure that till 2 and half hours nobody is disturbing you.",agent
291,105,41:48:00,You are finishing it and then then it is done for the day.,agent
292,105,41:51:00,So you can look into it.,agent
293,105,41:53:00,"So when I plan to start, I am planning to start from like probably next week onwards because I am a bit occupied this weekend.",prospect
294,105,42:03:00,OK.,agent
295,105,42:04:00,"And any like discount, anything possible for the course.",prospect
296,105,42:09:00,"See, once you decide, let me know.",agent
297,105,42:12:00,"So at that point of time, if any discounts runs or something can be given, we, we can work on it.",agent
298,105,42:18:00,"So whenever you decide that hey, I am, I am planning to start say tomorrow, just give me a call one day prior or give me a message one day prior.",agent
299,105,42:26:00,"I will message you once it confirm, Yeah.",prospect
300,105,42:29:00,"So probably by next Saturday, right?",prospect
301,105,42:31:00,"Yeah, yeah, yeah, yeah, yeah, yeah.",agent
302,105,42:35:00,Alright.,agent
303,105,42:35:00,"So keep me posted, just give me a message on Friday.",agent
304,105,42:38:00,I will.,prospect
305,105,42:39:00,Maybe we can get on a short WhatsApp call or normal call for a couple of minutes to discuss the pricing if anything further can be done.,agent
306,105,42:47:00,"Yeah, we can discuss on that.",prospect
307,105,42:48:00,Yeah.,prospect
308,105,42:49:00,And one last thing.,prospect
309,105,42:51:00,So is there any like the group or like WhatsApp to my Telegram group with your form of all the students where we can discuss the doubts?,prospect
310,105,42:57:00,"Or if I have any doubts, is there any email I can drop like kind of a doubt solving?",prospect
311,105,43:02:00,You can simply see if any particular doubt is there.,agent
312,105,43:05:00,"You have a forum within the, each of the questions would have a separate forum for you to put a doubt.",agent
313,105,43:11:00,But that is what the second is.,agent
314,105,43:13:00,"If if your doubt is not getting cleared, you can reach out to your vendor to help you.",agent
315,105,43:17:00,So you have seen in the video in itself right?,agent
316,105,43:19:00,So your expert can create a short video and send it to you to explain explaining you that particular doubt.,agent
317,105,43:25:00,So we have this forum within each of the questions where you can actually get it resolved option based itself.,agent
318,105,43:30:00,Yeah.,agent
319,105,43:33:00,OK then I think I am good.,prospect
320,105,43:36:00,All right so lets connect probably Friday and get it started.,agent
321,105,43:40:00,I will message you next Friday.,prospect
322,105,43:42:00,"All right, take care then.",agent
323,105,43:45:00,See you.,agent
324,105,43:46:00,Thank you.,prospect
325,105,43:47:00,Bye.,agent
326,105,43:47:00,"Bye, bye, bye.",agent
327,1,00:44,"Hey Nikita, yes, hey, Hi Amruth, hey, hi again.",agent
328,1,00:50,Happy New year And I assume that the set of concerns which and Nivesh has you know mentioned that that we need to address in the call.,agent
329,1,00:59,Its the same for you as well.,agent
330,1,01:00,Nikita.,agent
331,1,01:01,"Yes, yes.",prospect
332,1,01:04,"All right, perfect.",agent
333,1,01:05,"So Nikita, before we start, help me with the mail ID in the chat.",agent
334,1,01:12,"Sorry your voice is breaking a little, Amrit.",prospect
335,1,01:15,"Yeah, even I can.",prospect
336,1,01:18,Ohh.,agent
337,1,01:18,Is it?,agent
338,1,01:19,Yeah.,prospect
339,1,01:21,Just just let me know.,agent
340,1,01:24,Just just give me a second.,prospect
341,1,01:30,Just give me one second.,prospect
342,1,01:31,Let me try to connect with a different device.,prospect
343,1,01:35,Just give me one second.,prospect
344,1,01:37,"Yeah, sure, sure.",agent
345,1,03:05,Hello.,prospect
346,1,03:07,"Yes, Amruth.",prospect
347,1,03:10,"Yeah, not sure.",agent
348,1,03:12,"Usually I just connect, you know, I just connect with that device, which generally works well.",agent
349,1,03:18,Give me a second.,agent
350,1,03:21,"Actually, it is much clearer now.",prospect
351,1,03:26,Is it?,agent
352,1,03:28,I had the voice earlier.,prospect
353,1,03:29,I was using Bluetooth.,prospect
354,1,03:32,What about?,prospect
355,1,03:32,"No, no, no.",prospect
356,1,03:32,"It is gone, completely gone, so on.",prospect
357,1,03:39,"So basically, I have turned to speaker mode.",agent
358,1,03:44,Is this fine?,agent
359,1,03:46,"Yeah, it is fine now.",prospect
360,1,03:48,"Yeah, it is fine.",prospect
361,1,03:50,"All right, All right.",agent
362,1,03:50,"In that case, So what I was telling is I, I require a your mail ID.",agent
363,1,04:01,"Nikita, you can just bring me a mail ID here in the chat.",agent
364,1,04:05,"Yeah, yeah, done.",prospect
365,1,04:21,"Alright, perfect.",agent
366,1,04:22,"So to address your questions one by one, do you wish to see the portal and have a you know real ID?",agent
367,1,04:33,Because the first point animation that you have mentioned is course extension.,agent
368,1,04:37,So what do you mean by course extension animation?,agent
369,1,04:40,What what what exactly were you referring to?,agent
370,1,04:43,Yes.,prospect
371,1,04:44,So basically course extension as in let us say I buy 2 month course and after after 2 months let us say I feel that my preparation is not enough and if I want to extend the course so that is the case.,prospect
372,1,05:00,So for that I mailed Sandeep and then he asked me to get on the call with you.,prospect
373,1,05:05,And so I wanted to understand that thing.,prospect
374,1,05:08,"So currently, do you have a valid account or is it that you're planning to start and you're looking from a future standpoint?",agent
375,1,05:16,I'm looking from a future standpoint.,prospect
376,1,05:18,"And OK, so to extend to extend, what you need is, you know, for for one month, you'd have to pay an extra of $89 per month.",agent
377,1,05:28,So when is it?,agent
