transcript_id,month,conversion_likelihood,reasoning,emotions_detected,location,education,organization,date,agent_emotions_with_score,agent_duration,agent_keywords,prospect_emotions_with_score,prospect_duration,prospect_keywords,start_end_time,agent_vs_prospect_num
117_20250217,Feb,0.9,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent maintained high confidence or relief near end, Agent catered to the prospect needs with clarity during product explanation, Agent invested justifiable time in product explanation phases, and prospect's engagement in Q&A/performance discussion was more","approval,gratitude,optimism,gratitude,admiration,optimism,optimism",No Info,No Info,"GMAT, High Radius Technologies, Google, Deloitte, the High Radius Technologies",No Info,"Introduction: admiration - 1.0
Prospect’s performance: admiration - 0.79, approval - 0.8, optimism - 0.62
Agent drawing up plan: admiration - 0.83, optimism - 0.71
Explaining product: neutral - 0.96
Price discussion: approval - 0.91, neutral - 0.77
Q&A: admiration - 0.78, approval - 0.85, optimism - 0.81
Wrap: approval - 0.9, curiosity - 0.7","Introduction: 17
Prospect’s performance: 79
Agent drawing up plan: 129
Explaining product: 235
Price discussion: 69
Q&A: 55
Wrap: 17","Introduction: GMAT preparation, work, GMAT, GMAT prep, time, nice, full throttle, target
Prospect’s performance: time, Yeah, point, questions, score, application, June, work
Agent drawing up plan: verbal, yeah, put, questions, time, Quant, scores, start
Explaining product: Stage, questions, concepts, quizzes, cementing, cementing quizzes, practice, grade
Price discussion: stage, Coach Connect, subject matter expert, subject matter, Indian Standard Time, Connect, questions, Reading Comprehension
Q&A: data Gita stage, stage, time, TPA stage, Gita stage, data sufficiency stage, data Gita, source reasoning stage
Wrap: Delhi, morning, Yeah, earthquake, hey, morning earthquakes, thing, mother","Introduction: approval - 0.99, realization - 0.69
Prospect’s performance: approval - 0.73, confusion - 0.36, curiosity - 0.79, realization - 0.79
Agent drawing up plan: approval - 0.95
Explaining product: confusion - 0.73, curiosity - 0.93
Price discussion: neutral - 0.99
Q&A: approval - 0.85, gratitude - 0.96, optimism - 0.53
Wrap: gratitude - 1.0","Introduction: 17
Prospect’s performance: 25
Agent drawing up plan: 9
Explaining product: 6
Price discussion: 0
Q&A: 14
Wrap: 18","Introduction: High Radius Technologies, Radius Technologies company, Radius Technologies, High Radius, Past three years, Technologies company, associate consultant, working in Deloitte
Prospect’s performance: June and July, pattern, Institute of Industry, Btech, July, June, race, culling Institute
Agent drawing up plan: Yeah, focused, hours, study, Monday, focused at Monday, safe, put
Explaining product: sounds, cementing, good, steps, bomb, pass, bomb the cementing
Price discussion: 
Q&A: colleges, GMAP like IIMABCIIMABC, show, side to show, college, good, confident I good, side
Wrap: Delhi, Nice, stayed in Delhi, long, fan, feeling very hot, winters, hot","Introduction: 00:00:02 - 00:02:48
Prospect’s performance: 00:02:49 - 00:10:07
Agent drawing up plan: 00:10:09 - 00:21:52
Explaining product: 00:21:56 - 00:42:14
Price discussion: 00:42:16 - 00:49:03
Q&A: 00:49:06 - 00:54:24
Wrap: 00:54:26 - 00:55:22","Introduction: 1
Prospect’s performance: 3
Agent drawing up plan: 14
Explaining product: 39
Price discussion: 69
Q&A: 3
Wrap: 0"
118_20250217,Feb,0.3,"Prospect showed positive emotion (hope or confidence or etc.) during wrap-up/Q&A, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent maintained confidence or relief near end","approval,optimism",No Info,No Info,No Info,No Info,"Introduction: admiration - 0.85, curiosity - 0.97, gratitude - 0.96
Prospect’s performance: neutral - 0.99
Agent drawing up plan: neutral - 0.93
Explaining product: neutral - 0.97
Price discussion: neutral - 1.0
Q&A: caring - 0.35, neutral - 0.77
Wrap: approval - 0.54, caring - 0.89, optimism - 0.75","Introduction: 17
Prospect’s performance: 68
Agent drawing up plan: 84
Explaining product: 156
Price discussion: 48
Q&A: 42
Wrap: 18","Introduction: Hey, good, Yeah, Awesome, Ohh, curious, mock, bit
Prospect’s performance: questions, time, question, question number, Yeah, minutes, medium, minute
Agent drawing up plan: questions, yeah, verbal, quant, data, year, sorted, based
Explaining product: score, give, round, Yeah, students, MBA, year, application
Price discussion: test, GMAT club, give, Adaptive, Adaptive test, mock test, GMAT, prep
Q&A: months, probability, hours, time, percentile, test, month, case
Wrap: Yeah, Friday, difference, minus, Alright, care, good, discuss","Introduction: admiration - 0.68, approval - 0.94
Prospect’s performance: approval - 0.99
Agent drawing up plan: confusion - 1.0
Explaining product: approval - 0.78, realization - 0.74, remorse - 0.61
Price discussion: approval - 1.0
Q&A: caring - 0.31, neutral - 0.76
Wrap: approval - 0.61, remorse - 0.64","Introduction: 7
Prospect’s performance: 7
Agent drawing up plan: 16
Explaining product: 19
Price discussion: 2
Q&A: 8
Wrap: 8","Introduction: Amruth, great, starting, expecting, early
Prospect’s performance: yeah, correct, find, timing, plot, timing correct, correct correct, timing correct correct
Agent drawing up plan: Yeah, hours to solve, MBA, questions, hours, area, solve, set
Explaining product: yeah, schools, days, interview, Give, minute, weekly basis, YouTube
Price discussion: yeah, GMAT works, GMAT, works, beginning
Q&A: wanted to discuss, wanted, yeah, discuss, write my GMAT, months, wanted to understand, month subscription
Wrap: Yeah, Thursday, Friday, months, call, planning, reach, lot","Introduction: 00:00:02 - 00:00:39
Prospect’s performance: 00:00:40 - 00:08:42
Agent drawing up plan: 00:08:47 - 00:17:00
Explaining product: 00:17:02 - 00:46:24
Price discussion: 00:46:36 - 00:51:05
Q&A: 00:51:07 - 00:56:49
Wrap: 00:56:49 - 00:57:55","Introduction: 2
Prospect’s performance: 9
Agent drawing up plan: 5
Explaining product: 8
Price discussion: 24
Q&A: 5
Wrap: 2"
119_20250217,Feb,0.3,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion","optimism,gratitude",No Info,No Info,GMAT,No Info,"Introduction: neutral - 1.0
Prospect’s performance: neutral - 1.0
Agent drawing up plan: curiosity - 0.73, neutral - 0.83
Explaining product: neutral - 0.95
Price discussion: neutral - 0.94
Q&A: neutral - 1.0
Wrap: caring - 0.95, neutral - 0.63","Introduction: 11
Prospect’s performance: 55
Agent drawing up plan: 70
Explaining product: 129
Price discussion: 36
Q&A: 35
Wrap: 15","Introduction: Good morning, GMAT, Hey, Good, morning, study, study plan, MAT
Prospect’s performance: GMAT, questions, score, percentile, ISB, scholarship, cat, yeah
Agent drawing up plan: question, questions, months, test, percentile, video, give, find
Explaining product: questions, month, months, June, Yeah, percentile, time, score
Price discussion: hours, time, yeah, quants, percentage, save, Close, percentage recommended
Q&A: actual official mba.com, official mba.com practice, mba.com practice form, MAT is recognised, official mba.com, actual official, mocks, mba.com practice
Wrap: sharing the link, make, Menta, check open, check, sharing, link, purchase","Introduction: approval - 1.0
Prospect’s performance: approval - 0.67, realization - 0.82
Agent drawing up plan: approval - 0.76, confusion - 0.53, curiosity - 0.67
Explaining product: approval - 0.95
Price discussion: approval - 0.43, confusion - 0.44, optimism - 0.77
Q&A: curiosity - 0.42, optimism - 0.93
Wrap: gratitude - 1.0","Introduction: 9
Prospect’s performance: 9
Agent drawing up plan: 15
Explaining product: 19
Price discussion: 6
Q&A: 7
Wrap: 7","Introduction: Yeah, GMAT, thing, GMAT plan, GMAT platform, questions, good, make my GMAT
Prospect’s performance: correct, year, thing, GMAT, top, GMAT correct, GMAT score, planning
Agent drawing up plan: yeah, Yeah yeah yeah, Yeah yeah, guess, weekends, videos yeah, explain, correct
Explaining product: yeah, yeah yeah, yeah yeah yeah, MSR, yesterday, start, understood, points
Price discussion: sense that yeah, yeah, sense, skip, case you feel, critically, recommended to skip, miss
Q&A: Yeah, mocks, correct, today, income, make a participation, send, marks actually valuable
Wrap: yeah, yeah yeah, Wait, link, start today, time for CAT, CAT, thinking sooner","Introduction: 00:00:03 - 00:01:52
Prospect’s performance: 00:01:58 - 00:09:17
Agent drawing up plan: 00:09:17 - 00:24:37
Explaining product: 00:24:40 - 00:38:38
Price discussion: 00:38:45 - 00:42:30
Q&A: 00:42:32 - 00:46:12
Wrap: 00:46:14 - 00:48:01","Introduction: 1
Prospect’s performance: 6
Agent drawing up plan: 4
Explaining product: 6
Price discussion: 6
Q&A: 5
Wrap: 2"
11_20250107,Jan,0.9,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Prospect showed willingness and curiosity in performance/targets discussions and Low stress or confusion during price discussion, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent maintained high confidence or relief near end, Agent catered to the prospect needs with clarity during product explanation","optimism,realization,gratitude,optimism,admiration,optimism,optimism,optimism",No Info,No Info,No Info,No Info,"Introduction: approval - 0.96, curiosity - 0.5
Prospect’s performance: approval - 0.7, curiosity - 0.83
Agent drawing up plan: approval - 0.44, caring - 0.91, curiosity - 0.73, optimism - 0.36, neutral - 0.37
Explaining product: approval - 0.91, optimism - 0.4
Price discussion: curiosity - 0.73, neutral - 0.86
Q&A: approval - 0.96, optimism - 0.85
Wrap: admiration - 0.43, approval - 0.64, optimism - 0.99","Introduction: 14
Prospect’s performance: 51
Agent drawing up plan: 96
Explaining product: 152
Price discussion: 42
Q&A: 34
Wrap: 17","Introduction: quick introduction, DGMAT, proceed, study, give, quick, introduction, senior strategy expert
Prospect’s performance: round, deadlines, minutes, business schools, September, schools, correct, March
Agent drawing up plan: score, time, questions, data, plan, percentile, foundations, time investment
Explaining product: time, study, verbal, basically, time investment, study plan, day, score
Price discussion: find a common, months, subject matter, mocks, common query, support, month, strategy
Q&A: life against mine, free trial, free, Today, trial, today is Tuesday, plan, Tuesday
Wrap: free trial, trial, free, free trial video, trial video lessons, video lessons, Perfect, trial video","Introduction: approval - 0.95, realization - 0.44
Prospect’s performance: optimism - 0.91, realization - 0.4
Agent drawing up plan: approval - 0.98
Explaining product: optimism - 0.45, realization - 0.91
Price discussion: approval - 0.98, realization - 0.42
Q&A: optimism - 1.0, realization - 0.3
Wrap: gratitude - 1.0","Introduction: 11
Prospect’s performance: 25
Agent drawing up plan: 6
Explaining product: 26
Price discussion: 9
Q&A: 17
Wrap: 8","Introduction: Vaibhav, terms, MBA, yeah, mock, study, educational background, mechanical engineer
Prospect’s performance: energy to study, number, study, energy, number one number, time, Business School, London and Europe
Agent drawing up plan: Yeah, Correct, online things, gonna, online, team, things, thing
Explaining product: part analysis, correct, hours, weekday, weeks, study, make, questions
Price discussion: score in critical, critical reasoning, improving, months, Yeah, score, critical, reasoning
Q&A: face interaction, life interaction, interaction, prefer this face, Yeah, face, face to face, week
Wrap: time, clear","Introduction: 00:00:02 - 00:01:54
Prospect’s performance: 00:01:56 - 00:06:29
Agent drawing up plan: 00:06:41 - 00:14:46
Explaining product: 00:14:53 - 00:26:38
Price discussion: 00:26:41 - 00:29:26
Q&A: 00:29:27 - 00:32:25
Wrap: 00:32:29 - 00:33:14","Introduction: 1
Prospect’s performance: 2
Agent drawing up plan: 16
Explaining product: 5
Price discussion: 4
Q&A: 2
Wrap: 2"
120_20250218,Feb,0.5,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Prospect showed willingness and curiosity in performance/targets discussions and Low stress or confusion during price discussion, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion","approval,optimism,gratitude",Switzerland,No Info,"the University of Saint Gown, GMAT, GMAC",the next 8 weeks,"Introduction: approval - 0.4, curiosity - 0.67, remorse - 0.58
Prospect’s performance: curiosity - 0.97
Agent drawing up plan: approval - 0.96
Explaining product: neutral - 0.5
Price discussion: neutral - 1.0
Q&A: neutral - 1.0
Wrap: gratitude - 1.0","Introduction: 13
Prospect’s performance: 65
Agent drawing up plan: 104
Explaining product: 198
Price discussion: 58
Q&A: 52
Wrap: 23","Introduction: lot of time, focus, meds, advance, lot, time, check, coming little low
Prospect’s performance: yeah, questions, percentile, time, scoring this match, thing, timing, lot
Agent drawing up plan: questions, work, Verbal, time, planner, start, months, kind
Explaining product: stage, questions, verbal, module, time, question, concepts, stages
Price discussion: Stage, quant, time, stages, algebra, move, number, follow the strategies
Q&A: data sufficiency, data sufficiency stage, data, time, stage, make data sufficiency, sufficiency, Table Analysis
Wrap: GMAT Club, Mat, reviews, buy, GMAT, Club, resources, questions","Introduction: admiration - 0.68, approval - 0.93, optimism - 0.61
Prospect’s performance: approval - 0.41, confusion - 0.98, realization - 0.44
Agent drawing up plan: approval - 0.77, optimism - 0.57, realization - 0.78
Explaining product: admiration - 0.83, approval - 0.34, optimism - 0.76, realization - 0.57
Price discussion: approval - 0.99
Q&A: approval - 0.78, optimism - 0.74
Wrap: gratitude - 0.99","Introduction: 16
Prospect’s performance: 23
Agent drawing up plan: 14
Explaining product: 8
Price discussion: 1
Q&A: 7
Wrap: 6","Introduction: Saint Gown, University of Saint, Goldner, great, yeah, team, main reason, Switzerland
Prospect’s performance: precise requirements, precise kind, precise, Yeah, question, official, thing, official guide
Agent drawing up plan: mat club thing, mat club, yeah, club thing, free resources, verbal, mat, club
Explaining product: question, practical side, section, student account, working with Egmat, practical, side, work
Price discussion: makes sense, makes, sense, Yeah
Q&A: Shradha I ready, ready to buy, Shradha, sounds good, yeah, ready, buy, sounds
Wrap: GMAT club, students to give, give their nba.com, nba.com account, verify the scores, GMAT, Bye, students","Introduction: 00:00:02 - 00:02:53
Prospect’s performance: 00:02:55 - 00:10:05
Agent drawing up plan: 00:10:10 - 00:20:07
Explaining product: 00:20:15 - 00:41:11
Price discussion: 00:41:13 - 00:46:40
Q&A: 00:46:43 - 00:51:42
Wrap: 00:51:45 - 00:53:21","Introduction: 0
Prospect’s performance: 2
Agent drawing up plan: 7
Explaining product: 24
Price discussion: 58
Q&A: 7
Wrap: 3"
121_20250218,Feb,0.6,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Agent maintained high confidence or relief near end, Agent catered to the prospect needs with clarity during product explanation","approval,approval,gratitude,admiration,optimism,realization",UK,"commerce, bachelors, arts","TTP, GMAC, Delhi College of Arts and Commerce","2027 Jan, August 1, 2026","Introduction: neutral - 0.94
Prospect’s performance: approval - 0.68, caring - 0.33, neutral - 0.72
Agent drawing up plan: approval - 0.91, realization - 0.46, neutral - 0.39
Explaining product: approval - 0.96, caring - 0.5
Price discussion: neutral - 0.99
Q&A: caring - 0.37, curiosity - 0.83, neutral - 0.5
Wrap: admiration - 0.87, approval - 0.79, optimism - 0.94","Introduction: 21
Prospect’s performance: 87
Agent drawing up plan: 116
Explaining product: 224
Price discussion: 61
Q&A: 53
Wrap: 22","Introduction: begin, makes sense, makes, sense, started, prep, months, Rep started year
Prospect’s performance: days, verbal, percentile, areas, critical, score, quant, time
Agent drawing up plan: time, questions, question, approach, score, mock, things, learning
Explaining product: verbal, quant, foundation, level, topic, process, video lesson, time
Price discussion: Indians in general, typically Indians, yeah, find quant easier, general find quant, quant easier, GMAT Club, success
Q&A: month, mentor, journey, questions, free, assigned, free trial, support
Wrap: mock, Perfect, create that study, study plan, mentioned and share, share the screenshots, good, taking the mock","Introduction: confusion - 0.98
Prospect’s performance: approval - 0.41, fear - 0.83
Agent drawing up plan: approval - 0.99, gratitude - 0.65
Explaining product: approval - 0.99, neutral - 0.39
Price discussion: approval - 0.39, realization - 0.84, neutral - 0.63
Q&A: approval - 0.94, confusion - 0.31
Wrap: approval - 0.85, gratitude - 0.99","Introduction: 11
Prospect’s performance: 11
Agent drawing up plan: 14
Explaining product: 3
Price discussion: 4
Q&A: 12
Wrap: 11","Introduction: Delhi College, College of Arts, Arts and Commerce, honors from Delhi, Bachelors in economics, economics honors, Delhi, College
Prospect’s performance: good time frame, starting from scratch, yeah, time frame, achieve Karnabi, good time, achieve, difficult to achieve
Agent drawing up plan: Yeah, study plan, study plan initially, verbal section, study, plan, wanted, section
Explaining product: correct, pursuing Econus, Econus, concepts of cons, heavy, stated, heavy maths, maths
Price discussion: yeah, aware, lot, questions, lot of questions, mock
Q&A: stuff, Yeah, talk, thinking, parents, parents and stuff, mentors and stuff, month
Wrap: Bye, yeah, planning, mock, today, tonight, free, planning today","Introduction: 00:00:02 - 00:01:29
Prospect’s performance: 00:01:30 - 00:07:58
Agent drawing up plan: 00:08:01 - 00:16:14
Explaining product: 00:16:17 - 00:31:13
Price discussion: 00:31:15 - 00:35:14
Q&A: 00:35:15 - 00:38:18
Wrap: 00:38:20 - 00:39:08","Introduction: 1
Prospect’s performance: 7
Agent drawing up plan: 8
Explaining product: 74
Price discussion: 15
Q&A: 4
Wrap: 2"
122_20250219,Feb,0.4,"Prospect showed positive emotion (hope or confidence or etc.) during wrap-up/Q&A, Prospect showed willingness and curiosity in performance/targets discussions and Low stress or confusion during price discussion, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion",approval,"Frankfurt, Germany",No Info,"Namura, GMAT, Nomura, Morgan Sandy",65675,"Introduction: approval - 0.59, neutral - 0.53
Prospect’s performance: realization - 0.33, remorse - 0.45
Agent drawing up plan: neutral - 0.78
Explaining product: neutral - 0.99
Price discussion: neutral - 0.99
Q&A: neutral - 0.93
Wrap: neutral - 0.99","Introduction: 21
Prospect’s performance: 98
Agent drawing up plan: 125
Explaining product: 250
Price discussion: 77
Q&A: 74
Wrap: 41","Introduction: assigned, correct, mentor, data, strategy, journey, GMAT, assigned mentor
Prospect’s performance: month, months, live session, live, session, good, normal guy, basically
Agent drawing up plan: score, live sessions, live, session, sessions, plan, low score, starting
Explaining product: free trial, questions, verbal, free, yeah, trial, score, question
Price discussion: level, step, critical reasoning, accuracy, topic, Hard level, questions, critical
Q&A: question, questions, verbal, question bank, sectional mocks, mocks, sectional, Yeah
Wrap: basics of GMAT, question solving skills, integer expression, solving skills, GMAT, full length mocks, mocks, questions","Introduction: approval - 0.54, confusion - 0.36, curiosity - 0.74, realization - 0.85, remorse - 0.46
Prospect’s performance: approval - 0.77, gratitude - 0.76, realization - 0.78
Agent drawing up plan: curiosity - 0.84, optimism - 0.79
Explaining product: approval - 0.84, optimism - 0.61
Price discussion: curiosity - 0.34, remorse - 0.73
Q&A: approval - 1.0
Wrap: confusion - 0.47, neutral - 0.9","Introduction: 21
Prospect’s performance: 27
Agent drawing up plan: 42
Explaining product: 42
Price discussion: 6
Q&A: 9
Wrap: 1","Introduction: chartered accountant, yeah, GMAT, years, mentor, Namura, GMAT Focus, past
Prospect’s performance: yeah, correct, GMAT, Monday is expected, months, Friday, start, career
Agent drawing up plan: yeah, score, India, give, correct, based, years, low score
Explaining product: Yeah, answer, questions, access, pretty, post, make, question
Price discussion: score, correct, quiz, post my learning, learning session, questions, quiz post, questions correct
Q&A: Yeah, quiz mode, quiz, weekend, mode, accuracy, topic, start the quiz
Wrap: mock test, choose a score, score, choose, quality, mock, test","Introduction: 00:00:02 - 00:01:29
Prospect’s performance: 00:01:29 - 00:05:01
Agent drawing up plan: 00:05:04 - 00:10:37
Explaining product: 00:10:41 - 00:19:21
Price discussion: 00:19:25 - 00:25:19
Q&A: 00:25:22 - 00:31:00
Wrap: 00:31:02 - 00:34:05","Introduction: 1
Prospect’s performance: 3
Agent drawing up plan: 2
Explaining product: 5
Price discussion: 12
Q&A: 8
Wrap: 41"
123_20250219,Feb,0.4,"Prospect showed positive emotion (hope or confidence or etc.) during wrap-up/Q&A, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent catered to the prospect needs with clarity during product explanation","gratitude,realization",No Info,No Info,SOP,2022,"Introduction: gratitude - 0.99
Prospect’s performance: admiration - 0.92, approval - 0.62
Agent drawing up plan: realization - 0.95
Explaining product: neutral - 0.96
Price discussion: neutral - 0.9
Q&A: neutral - 1.0
Wrap: gratitude - 1.0","Introduction: 16
Prospect’s performance: 71
Agent drawing up plan: 104
Explaining product: 187
Price discussion: 53
Q&A: 50
Wrap: 21","Introduction: prep back, Focused edition, full GMAT, time, mentioned, prep, back, buffer time
Prospect’s performance: Focus edition, edition, hours, correct, Yeah, older edition, questions, Focus
Agent drawing up plan: data, data sufficiency, Verbal, questions, quant, yeah, hours, score
Explaining product: foundation, time, study plan, questions, step, move, verbal, level
Price discussion: live session, live, WhatsApp text, quant, steps, session, scores, verbal
Q&A: Yeah, month, months, self-paced, correct, plan, plans, GMAT
Wrap: important thing, correct, thing, drop, start, important, questions, approval","Introduction: realization - 0.94, neutral - 0.91
Prospect’s performance: approval - 0.33, neutral - 0.68
Agent drawing up plan: approval - 1.0
Explaining product: approval - 0.95, confusion - 0.31, gratitude - 0.53
Price discussion: approval - 0.99
Q&A: confusion - 0.99
Wrap: gratitude - 1.0","Introduction: 14
Prospect’s performance: 21
Agent drawing up plan: 18
Explaining product: 27
Price discussion: 8
Q&A: 11
Wrap: 9","Introduction: Yeah, push, basically, Jamboree, IMBS EPG, Focus edition, data, exam
Prospect’s performance: median score, find a pattern, Yeah, basically base basically, full full GMAT, hours, basically base, base basically
Agent drawing up plan: Yeah, Delhi, Mumbai, nice, MBA back, campus, section, MBA
Explaining product: Yeah, questions, basically, correct, question, bit, MAT, things
Price discussion: sectional mock, mock for verbal, studying for quant, correct, Basically, planner, remind, supposed
Q&A: Yeah, correct, month, option, self-paced, pretty clear, clear, question
Wrap: Yeah, good, questions, approval, day, session, time, patient","Introduction: 00:00:02 - 00:03:00
Prospect’s performance: 00:03:02 - 00:08:39
Agent drawing up plan: 00:08:43 - 00:17:26
Explaining product: 00:17:28 - 00:32:28
Price discussion: 00:32:29 - 00:36:31
Q&A: 00:36:33 - 00:40:20
Wrap: 00:40:34 - 00:41:48","Introduction: 1
Prospect’s performance: 3
Agent drawing up plan: 5
Explaining product: 6
Price discussion: 6
Q&A: 4
Wrap: 2"
124_20250219,Feb,0.7,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent maintained high confidence or relief near end, Agent catered to the prospect needs with clarity during product explanation","approval,optimism,gratitude,joy,optimism,optimism,optimism",India,No Info,No Info,"10 years, more than 10 years","Introduction: curiosity - 0.96
Prospect’s performance: neutral - 0.99
Agent drawing up plan: optimism - 0.72, neutral - 0.98
Explaining product: caring - 0.87, neutral - 0.5
Price discussion: approval - 0.99
Q&A: caring - 0.79, curiosity - 0.59, optimism - 0.49
Wrap: caring - 0.95, optimism - 0.85","Introduction: 9
Prospect’s performance: 47
Agent drawing up plan: 71
Explaining product: 120
Price discussion: 28
Q&A: 30
Wrap: 11","Introduction: call, month of June, give, top, June, basic understanding, Yeah, start your prep
Prospect’s performance: Indian citizenship, citizenship, data, give, score, India, Indian, citizenship of India
Agent drawing up plan: percentile, time, mentor, approach status, test, program, give, reach
Explaining product: round, time, GMAT, life class, find, give, life, students
Price discussion: scholarship, discount coupons, question, yeah, score, CPRA student, discounts, discount
Q&A: months, send, purchase, time, pay, planning, link, point
Wrap: website paying page, discount applied, payment page, website paying, paying page, page, applied, payment","Introduction: admiration - 0.99
Prospect’s performance: approval - 0.98
Agent drawing up plan: admiration - 0.99
Explaining product: approval - 0.47, curiosity - 0.33
Price discussion: curiosity - 0.85, gratitude - 0.99, joy - 0.45
Q&A: approval - 0.89, optimism - 0.97
Wrap: gratitude - 1.0, joy - 0.56","Introduction: 10
Prospect’s performance: 9
Agent drawing up plan: 4
Explaining product: 11
Price discussion: 9
Q&A: 7
Wrap: 7","Introduction: Yeah, perfect, India, Awesome, years, ISB, message, phone
Prospect’s performance: Yeah, engineering, data, good, pretty, videos, mechanical, mechanical engineering
Agent drawing up plan: Yeah, awesome, claimed, guess
Explaining product: yeah, September, hours per week, apply, applications, basically, deadlines, MBA
Price discussion: yeah, score, target score, target, ISD Yeah, basically, ISB, ISD
Q&A: Friday, Yeah, months, planning, email, today, basically, month
Wrap: yeah, Bye, happy, complete, payment, complete the payment","Introduction: 00:00:02 - 00:00:55
Prospect’s performance: 00:00:56 - 00:24:48
Agent drawing up plan: 00:24:50 - 00:32:10
Explaining product: 00:32:14 - 00:45:09
Price discussion: 00:45:12 - 00:47:39
Q&A: 00:47:42 - 00:50:00
Wrap: 00:50:03 - 00:50:47","Introduction: 0
Prospect’s performance: 5
Agent drawing up plan: 17
Explaining product: 10
Price discussion: 3
Q&A: 4
Wrap: 1"
125_20250221,Feb,0.4,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent maintained confidence or relief near end","approval,optimism,gratitude,optimism,optimism",No Info,engineering,No Info,4 year,"Introduction: gratitude - 1.0
Prospect’s performance: admiration - 0.99
Agent drawing up plan: neutral - 0.95
Explaining product: caring - 0.38, neutral - 0.99
Price discussion: neutral - 1.0
Q&A: neutral - 1.0
Wrap: caring - 0.98, curiosity - 0.56, optimism - 0.47","Introduction: 14
Prospect’s performance: 57
Agent drawing up plan: 82
Explaining product: 158
Price discussion: 46
Q&A: 43
Wrap: 13","Introduction: Pratish, Hey, Good, science, Good morning, profile, fishery science, work
Prospect’s performance: things, Yeah, essays, smallest, thing, Awesome, write, start
Agent drawing up plan: data insights, questions, data, percentile, quant, level, understanding, video
Explaining product: stage, time, percentile, things, mentor, sectional mocks, level, mocks
Price discussion: Manya Prince interview, Manya Prince, Prince interview, global Prince interview, Manya Global, Manya, mock, Prince
Q&A: paper Omar sheet, paper Omar, Omar sheet, target test trip, live class, test trip, Omar, test
Wrap: Sunday evening, Sunday, Monday, yeah, reach, evening, call, WhatsApp","Introduction: approval - 0.98
Prospect’s performance: approval - 1.0, realization - 0.54
Agent drawing up plan: confusion - 0.49, curiosity - 0.32, optimism - 0.39, realization - 0.44
Explaining product: approval - 0.97, neutral - 0.72
Price discussion: realization - 0.81, neutral - 0.63
Q&A: approval - 0.98, optimism - 0.57
Wrap: gratitude - 0.99, optimism - 0.58","Introduction: 8
Prospect’s performance: 15
Agent drawing up plan: 14
Explaining product: 10
Price discussion: 2
Q&A: 5
Wrap: 12","Introduction: Amruth, Yeah, lockdown, good, year degree, year, degree, fisheries
Prospect’s performance: HCL tech, joined HCL tech, Yeah, HCL, joined HCL, tech, started, basis
Agent drawing up plan: yeah, Pradesh, start, record it properly, yesterday, test yesterday, Start learning, Amit
Explaining product: copy of copy, copy, word problems, yeah, ping, pop, mail, word
Price discussion: students, books, feedbacks, talking
Q&A: Yeah, extension, days, Amrit, month, months, case I feel, discounted price
Wrap: Monday or Tuesdays, Tuesdays, Monday, Bye, fine, expecting, yeah, time","Introduction: 00:01:35 - 00:02:39
Prospect’s performance: 00:02:47 - 00:08:56
Agent drawing up plan: 00:08:58 - 00:35:33
Explaining product: 00:35:50 - 00:50:49
Price discussion: 00:50:55 - 00:54:43
Q&A: 00:54:47 - 00:59:50
Wrap: 00:59:50 - 01:00:58","Introduction: 1
Prospect’s performance: 3
Agent drawing up plan: 5
Explaining product: 15
Price discussion: 23
Q&A: 8
Wrap: 1"
