transcript_id,month,conversion_likelihood,reasoning,key_phases,prospect_keywords,emotions_detected,location,education,organization,date
117_20250217,Feb,0.9,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent maintained high confidence or relief near end, Agent catered to the prospect needs with clarity during product explanation, Agent invested justifiable time in product explanation phases, and prospect's engagement in Q&A/performance discussion was more","Q&A,Wrap,Prospect’s performance,Agent drawing up plan,Explaining product,Price discussion","High Radius Technologies, Radius Technologies company, Radius Technologies, High Radius, Past three years, Technologies company, associate consultant, working in Deloitte, June and July, pattern, Institute of Industry, Btech, July, June, race, culling Institute, Yeah, focused, hours, study, Monday, focused at Monday, safe, put, sounds, cementing, good, steps, bomb, pass, bomb the cementing, , colleges, GMAP like IIMABCIIMABC, show, side to show, college, good, confident I good, side, Delhi, Nice, stayed in Delhi, long, fan, feeling very hot, winters, hot","approval,gratitude,optimism,gratitude,admiration,optimism,optimism",No Info,No Info,"GMAT, High Radius Technologies, Google, Deloitte, the High Radius Technologies",No Info
118_20250217,Feb,0.3,"Prospect showed positive emotion (hope or confidence or etc.) during wrap-up/Q&A, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent maintained confidence or relief near end","Q&A,Wrap,Price discussion","Amruth, great, starting, expecting, early, yeah, correct, find, timing, plot, timing correct, correct correct, timing correct correct, Yeah, hours to solve, MBA, questions, hours, area, solve, set, yeah, schools, days, interview, Give, minute, weekly basis, YouTube, yeah, GMAT works, GMAT, works, beginning, wanted to discuss, wanted, yeah, discuss, write my GMAT, months, wanted to understand, month subscription, Yeah, Thursday, Friday, months, call, planning, reach, lot","approval,optimism",No Info,No Info,No Info,No Info
119_20250217,Feb,0.3,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion","Q&A,Wrap,Prospect’s performance","Yeah, GMAT, thing, GMAT plan, GMAT platform, questions, good, make my GMAT, correct, year, thing, GMAT, top, GMAT correct, GMAT score, planning, yeah, Yeah yeah yeah, Yeah yeah, guess, weekends, videos yeah, explain, correct, yeah, yeah yeah, yeah yeah yeah, MSR, yesterday, start, understood, points, sense that yeah, yeah, sense, skip, case you feel, critically, recommended to skip, miss, Yeah, mocks, correct, today, income, make a participation, send, marks actually valuable, yeah, yeah yeah, Wait, link, start today, time for CAT, CAT, thinking sooner","optimism,gratitude",No Info,No Info,GMAT,No Info
11_20250107,Jan,0.9,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Prospect showed willingness and curiosity in performance/targets discussions and Low stress or confusion during price discussion, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent maintained high confidence or relief near end, Agent catered to the prospect needs with clarity during product explanation","Q&A,Wrap,Price discussion,Price discussion,Agent drawing up plan,Explaining product,Price discussion","Vaibhav, terms, MBA, yeah, mock, study, educational background, mechanical engineer, energy to study, number, study, energy, number one number, time, Business School, London and Europe, Yeah, Correct, online things, gonna, online, team, things, thing, part analysis, correct, hours, weekday, weeks, study, make, questions, score in critical, critical reasoning, improving, months, Yeah, score, critical, reasoning, face interaction, life interaction, interaction, prefer this face, Yeah, face, face to face, week, time, clear","optimism,realization,gratitude,optimism,admiration,optimism,optimism,optimism",No Info,No Info,No Info,No Info
120_20250218,Feb,0.5,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Prospect showed willingness and curiosity in performance/targets discussions and Low stress or confusion during price discussion, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion","Q&A,Wrap,Price discussion,Price discussion","Saint Gown, University of Saint, Goldner, great, yeah, team, main reason, Switzerland, precise requirements, precise kind, precise, Yeah, question, official, thing, official guide, mat club thing, mat club, yeah, club thing, free resources, verbal, mat, club, question, practical side, section, student account, working with Egmat, practical, side, work, makes sense, makes, sense, Yeah, Shradha I ready, ready to buy, Shradha, sounds good, yeah, ready, buy, sounds, GMAT club, students to give, give their nba.com, nba.com account, verify the scores, GMAT, Bye, students","approval,optimism,gratitude",Switzerland,No Info,"the University of Saint Gown, GMAT, GMAC",the next 8 weeks
121_20250218,Feb,0.6,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Agent maintained high confidence or relief near end, Agent catered to the prospect needs with clarity during product explanation","Q&A,Wrap,Agent drawing up plan,Explaining product,Price discussion","Delhi College, College of Arts, Arts and Commerce, honors from Delhi, Bachelors in economics, economics honors, Delhi, College, good time frame, starting from scratch, yeah, time frame, achieve Karnabi, good time, achieve, difficult to achieve, Yeah, study plan, study plan initially, verbal section, study, plan, wanted, section, correct, pursuing Econus, Econus, concepts of cons, heavy, stated, heavy maths, maths, yeah, aware, lot, questions, lot of questions, mock, stuff, Yeah, talk, thinking, parents, parents and stuff, mentors and stuff, month, Bye, yeah, planning, mock, today, tonight, free, planning today","approval,approval,gratitude,admiration,optimism,realization",UK,"commerce, bachelors, arts","TTP, GMAC, Delhi College of Arts and Commerce","2027 Jan, August 1, 2026"
122_20250219,Feb,0.4,"Prospect showed positive emotion (hope or confidence or etc.) during wrap-up/Q&A, Prospect showed willingness and curiosity in performance/targets discussions and Low stress or confusion during price discussion, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion","Q&A,Wrap,Price discussion,Price discussion","chartered accountant, yeah, GMAT, years, mentor, Namura, GMAT Focus, past, yeah, correct, GMAT, Monday is expected, months, Friday, start, career, yeah, score, India, give, correct, based, years, low score, Yeah, answer, questions, access, pretty, post, make, question, score, correct, quiz, post my learning, learning session, questions, quiz post, questions correct, Yeah, quiz mode, quiz, weekend, mode, accuracy, topic, start the quiz, mock test, choose a score, score, choose, quality, mock, test",approval,"Frankfurt, Germany",No Info,"Namura, GMAT, Nomura, Morgan Sandy",65675
123_20250219,Feb,0.4,"Prospect showed positive emotion (hope or confidence or etc.) during wrap-up/Q&A, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent catered to the prospect needs with clarity during product explanation","Q&A,Wrap,Price discussion,Agent drawing up plan,Explaining product,Price discussion","Yeah, push, basically, Jamboree, IMBS EPG, Focus edition, data, exam, median score, find a pattern, Yeah, basically base basically, full full GMAT, hours, basically base, base basically, Yeah, Delhi, Mumbai, nice, MBA back, campus, section, MBA, Yeah, questions, basically, correct, question, bit, MAT, things, sectional mock, mock for verbal, studying for quant, correct, Basically, planner, remind, supposed, Yeah, correct, month, option, self-paced, pretty clear, clear, question, Yeah, good, questions, approval, day, session, time, patient","gratitude,realization",No Info,No Info,SOP,2022
124_20250219,Feb,0.7,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent maintained high confidence or relief near end, Agent catered to the prospect needs with clarity during product explanation","Q&A,Wrap,Price discussion,Agent drawing up plan,Explaining product,Price discussion","Yeah, perfect, India, Awesome, years, ISB, message, phone, Yeah, engineering, data, good, pretty, videos, mechanical, mechanical engineering, Yeah, awesome, claimed, guess, yeah, September, hours per week, apply, applications, basically, deadlines, MBA, yeah, score, target score, target, ISD Yeah, basically, ISB, ISD, Friday, Yeah, months, planning, email, today, basically, month, yeah, Bye, happy, complete, payment, complete the payment","approval,optimism,gratitude,joy,optimism,optimism,optimism",India,No Info,No Info,"10 years, more than 10 years"
125_20250221,Feb,0.4,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent maintained confidence or relief near end","Q&A,Wrap,Prospect’s performance","Amruth, Yeah, lockdown, good, year degree, year, degree, fisheries, HCL tech, joined HCL tech, Yeah, HCL, joined HCL, tech, started, basis, yeah, Pradesh, start, record it properly, yesterday, test yesterday, Start learning, Amit, copy of copy, copy, word problems, yeah, ping, pop, mail, word, students, books, feedbacks, talking, Yeah, extension, days, Amrit, month, months, case I feel, discounted price, Monday or Tuesdays, Tuesdays, Monday, Bye, fine, expecting, yeah, time","approval,optimism,gratitude,optimism,optimism",No Info,engineering,No Info,4 year
126_20250221,Feb,0.6,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Agent maintained high confidence or relief near end, Agent catered to the prospect needs with clarity during product explanation","Q&A,Wrap,Agent drawing up plan,Explaining product,Price discussion","Yeah, message, week ago, preparation a week, started my preparation, week, tests basically, GMAT club test, ago, Test, Yeah, prefer Teams, Teams, weeks, Amrit, March, give, prefer, month thing, September the deadline, month, thing, moving, planning, September, yeah, , working full time, yeah, working full, full time, GMAT GMAT focus, month GMAT GMAT, GMAT GMAT, GMAT","approval,gratitude,gratitude,optimism,optimism,optimism",No Info,No Info,No Info,No Info
127_20250222,Feb,0.5,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent catered to the prospect needs with clarity during product explanation","Q&A,Wrap,Price discussion,Agent drawing up plan,Explaining product,Price discussion","Amrit, year programs, year, programs, Yeah, Yeah yeah, Yeah, EEG MAT, MAT like works, platform of EEG, EEG, MAT, videos, works, months, GMAT, years, yeah, work, give GMAT, hurry, give, yeah, questions, reach, scene, purchase, Bye","approval,gratitude,optimism",No Info,No Info,Amrit,No Info
128_20250223,Feb,0.5,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent catered to the prospect needs with clarity during product explanation","Q&A,Wrap,Prospect’s performance,Agent drawing up plan,Explaining product,Price discussion","raw attempt, yeah, attempt, yeah yeah, raw, basic preparation, preparation and quants., case yeah yeah, yeah, Total, data insights, thing, questions, April, understand, question, lot of options, Yeah, lot, options, GMAT prep, respect to GMAT, GMAT, prep, yeah, quants, ready, focus, give, month, chance, frank, Yeah, months, generally, Yeah, prefer WhatsApp, started in January, prefer, WhatsApp, January, hub, thing, Yeah, Bye, parents, give, time, time because yeah","approval,gratitude,optimism",No Info,No Info,No Info,No Info
129_20250223,Feb,0.7,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent maintained high confidence or relief near end, Agent catered to the prospect needs with clarity during product explanation","Q&A,Wrap,Prospect’s performance,Agent drawing up plan,Explaining product,Price discussion","technical advisor, London Business School, June, advisor, kind, petroleum engineering, work, technical, target test prep, prep to study, populate a sheet, kind, yeah, started, targets timeline, timeline, ego clash, questions, question wrong, ego, clash, answering questions, wrong, yeah, break on Thursdays, super busy, day Forrest, days Monday, Monday to Friday, Thursdays, yeah, days, , bit tired, call a bit, bit longer, stretch the call, quick thing, bit, LMP program, tired, months, taking five months, Yeah, taking, year, sit","optimism,gratitude,admiration,optimism,realization",No Info,"bachelor, engineering","Warton, CBS, NYU, London Business School, GRE",the weekend of June 28th
12_20250107,Jan,0.6,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent maintained confidence or relief near end, Agent catered to the prospect needs with clarity during product explanation","Q&A,Wrap,Price discussion,Agent drawing up plan,Explaining product,Price discussion","started preparing, test score, yeah, preparing, audible, test, score, started, yeah, hours, understand, remember, Sir, plan, data in sites, looked more questions, target, bit, reading, Sir, passes, safer target, lower target, score, Yeah, back end, reading, backward and back, back, mind, understand, backward, VSC give repetitive, early VSC give, NBA see early, early VSC, VSC give, give repetitive, repetitive questions correct, repetitive questions, Sir, GMAT Focus, yeah, reference Sir, wanted, settled, idea, wanted to explore, Sir, Yeah, call, Bye, final price, final, price","approval,approval,gratitude,optimism,realization",No Info,No Info,No Info,No Info
130_20250219,Feb,0.8,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Prospect showed willingness and curiosity in performance/targets discussions and Low stress or confusion during price discussion, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent maintained confidence or relief near end, Agent catered to the prospect needs with clarity during product explanation","Q&A,Wrap,Price discussion,Price discussion,Agent drawing up plan,Explaining product,Price discussion","start, MAT works, works in general, MAT, general, aware, works, English, contents change, school, college, feel, section, gradually my English, speak in Hindi, people have told, processing the question, start processing, start, people, question, long, told, Takshila, Big, aware, weak, verbal back, verbal, application file, practicing, mat work, month, work, MAD provide, study material thing, meant student mentor, mat, Tuxilla, Manalini, Yeah, USD, position, offer, discount, months, Kindly, hours, months, putting, day, finish, lower ability, starting with lower, hours a day","approval,optimism,optimism,optimism",No Info,No Info,EG MAT,No Info
